,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score
2802,SKIPANYCHANGE,00108,"Flag to check if ANYCHANGE needs to be asked. When we have a subsequent case where previous interviews were noninterviews (no data collected), the instrument needs to verify that ANYCHANGE should not be asked for these cases.",Non-recurring items                  108 non-Recurring Non-recurring Nonrecurring Items                                00108,26.1%
2803,ROBOT_INDST_INOP_WRTIN_TXT,00216,"Robotics: In operation, explain",Plant and Equipment                  216 Plant and Equipment Plant and Equipment Plant and equipment                               00216,26.1%
2804,OWNEXTN,00219,Owner phone extension,"Net Property Plant and Equipment     219 NET PPE Net PPE Net property, plant, and equipment                00219",26.0%
2805,PHYSLOC_ADDR_CITY,00203,Physical Location City,Time Deposits Outside the U.S.       203 Time Deposit Outside the U.S. Time deposits outside the US Deposits outisde the U.S.                         00203,26.0%
2806,ADDR_CITY,00207,Mailing Address City,St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities St/local govt securities (due 1 yr or less)       00207,26.0%
2807,BLDR_PH,00214,Builder phone number,Inventories                          214 Inventories Inventories Inventories                                       00214,26.0%
2808,PATREV_GOV_MDCARE_ABD,00103,Patient Care Revenue:  Medicare - Fee for service and managed care plans,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses All other operating costs and expenses            00103,26.0%
2809,NAPCS_SS_FACTOR,PACDE,Sub sample factor for Napcs weighting,PA Code Size code directly related to (and derived from) total assets. nan nan,26.0%
2810,GOV_DEL_RET,IRS01,Gov Delivery - Email returned out of office,IRS Reported Receipts nan nan nan,26.0%
2811,PAT_CARE_LAB_IND_PCT,00318,"Patient Care, Laboratory services paid by individuals, insurers, or government payers, such as Medicare and Medicaid",Long Term Debt - Other               318 Long Term Debt - Other Long Term Debt - Other Long-term debt -- Other loans                     00318,26.0%
2812,PHYSLOC_ADDR_CITY_TXT,00203,Physical location City,Time Deposits Outside the U.S.       203 Time Deposit Outside the U.S. Time deposits outside the US Deposits outisde the U.S.                         00203,26.0%
2813,CAPEX_NEWCON_DOL,00218,"Capital Expenditures for new construction, including renovation","Accumulated Depreciation             218 Accumulated Depreciation Accumulated Depreciation Accum depr, depletion, and amortization           00218",26.0%
2814,FORM_PROCESSED,00213,Code used to switch surveys for EC22 SU instruments,Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable Trade accounts and trade notes receivable         00213,25.9%
2815,RCPT_COMSN,00206,Did this establishment earn commissions for the sale of merchandise?,Commercial and Finance company Paper 206 Commercial and Finance Company paper of US issuers Commercial and Finance Company Paper of U.S. issuers Comm/finance co paper of US issuers               00206,25.9%
2816,SUBSAMP_IND_TXT,00216,Driver for Coellection of 4 Core items only on instrument,Plant and Equipment                  216 Plant and Equipment Plant and Equipment Plant and equipment                               00216,25.9%
2817,CERT_EXTENSION_NUM,00105,Contact Information: Extension,Interest Expense                     105 Interest Expense Interest expense Interest Expense                                  00105,25.9%
2818,RCPT_MOTR_METAL_PCT,00216,Analysis of Motor Carrier Operations: Base metal and machinery,Plant and Equipment                  216 Plant and Equipment Plant and Equipment Plant and equipment                               00216,25.9%
2819,MAIL_ADDR_NAME2_TXT,ADD01,"Secondary name of unit (optional, may be null)",a flag to indicate short form does not a nan Doeas the short form add nan,25.9%
2820,PATNT_CARE_OTHR,00316,"Patient Care Services Offered,  Other patient services",Long Term Debt - Loans From Banks    316 Long Term Debt - Loans from Banks Long Term Debt - Loans from Banks Long-term debt -- Loans from banks                00316,25.9%
2821,EMP_STAMP,00306,"Selected MetalWorking Employment, Stamping and blanking of metals",Trade Accounts & Trade Notes Payable 306 Trade Accounts and Trade Notes Payable Trade Accounts and Trade notes payable Trade accounts and trade notes payable            00306,25.9%
2822,BUS_TECH_TOUCH_OTH_WRTIN,00324,"Others, describe:",Other Stockholders Equity            324 Other Stockholder Equity Other Stockholders Equity Other stockholders' equity items                  00324,25.8%
2823,BENEFIT_OTH_PY,00107,Employer's Cost for other benefits   Prior Year,Other recurring non-operating income 107 Other Recurring Non-operating Income Other Recurring Non-operating Income Other recurring nonoperating income               00107,25.8%
2824,PHYSLOC_ADDR_ZIP_NUM,00219,Physical Address: ZIP Code,"Net Property Plant and Equipment     219 NET PPE Net PPE Net property, plant, and equipment                00219",25.8%
2825,DATE_BUILT,00207,"Steel Mill Operations, Date this establishment was built",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities St/local govt securities (due 1 yr or less)       00207,25.8%
2826,RCPT_C_ST_TX,00207,"Construction Work by State,  Texas",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities St/local govt securities (due 1 yr or less)       00207,25.8%
2827,PATREV_GOV_WRKCMP,CPAY,Patient Care Revenue:  Workers' compensation,current PAY from BR nan nan nan,25.8%
2828,RCPT_MOTR_OTH_PCT,00103,Analysis of Motor Carrier Operations: All other,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses All other operating costs and expenses            00103,25.8%
2829,RCPT_C_ST_AK,00216,"Construction Work by State,  Alaska",Plant and Equipment                  216 Plant and Equipment Plant and Equipment Plant and equipment                               00216,25.7%
2830,CHILD_FORM_PROCESSED,D328S,Code used to switch the added child form for EC22 SU instruments,328 detail don't add (short form) nan detail of 328 don't add and the difference nan,25.7%
2831,ORE_LEADZINC_COPPER,00219,"Quantity of Lead/Zinc produced,  Copper","Net Property Plant and Equipment     219 NET PPE Net PPE Net property, plant, and equipment                00219",25.7%
2832,RCPT_C_ST_GA,00207,"Construction Work by State,  Georgia",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities St/local govt securities (due 1 yr or less)       00207,25.7%
2833,HOURS_BLAST,00022,"Steel Mill Department Worker Hours,  Blast Furnaces",EI of corp Employer Identification Number Employer Identification Number Federal Employer Identification Number (EI)       00022,25.7%
2834,CHNGADD_HNO,00112,Change house number,Provision for income taxes (Federal) 112 Provision for Income Taxes (FEDERAL) Provision for domestic income taxes (FEDERAL) Provision for Income Taxes -- Federal             00112,25.7%
2835,GOV_DEL_LINK,IRS01,Gov Delivery- Email link clicked,IRS Reported Receipts nan nan nan,25.6%
2836,HOURS_DEPT,00022,"Steel Mill Department Worker Hours,  Steel department (furnaces) (through pouring stage)",EI of corp Employer Identification Number Employer Identification Number Federal Employer Identification Number (EI)       00022,25.6%
2837,REMARKS_WRTIN_TXT,00213,Remarks,Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable Trade accounts and trade notes receivable         00213,25.6%
2838,KAU_LOC_DESC_TXT,00216,The description of the location of establishments within a KAU,Plant and Equipment                  216 Plant and Equipment Plant and Equipment Plant and equipment                               00216,25.6%
2839,CHILD_FORM_MAILED,DOCDE,Child Form Mailed,IRS Form nan nan nan,25.6%
2840,GEO_REGION,00203,Name of the GEO_REGION,Time Deposits Outside the U.S.       203 Time Deposit Outside the U.S. Time deposits outside the US Deposits outisde the U.S.                         00203,25.5%
2841,BR_STAT,00031,Indicator of Active Stat from BR,Corp status active/discontinued/merged Corporation Status Active/Discontinued/Merged Corporation Status Active/Discontinued/Merged Corporation Status                                00031,25.5%
2842,FOOD_SVC_WAIT,00216,"Food Services,  type of primary food service provided",Plant and Equipment                  216 Plant and Equipment Plant and Equipment Plant and equipment                               00216,25.4%
2843,FGINFO_TITLE,00206,Title of FG contact person,Commercial and Finance company Paper 206 Commercial and Finance Company paper of US issuers Commercial and Finance Company Paper of U.S. issuers Comm/finance co paper of US issuers               00206,25.4%
2844,CLNC_CHSE_MEAS_BOARD,00044,Measures of Clinical Performance - Who chooses which measures of clinical performance to collect - Board of Directors?,EI of company who owns EI of company who owns EI of company who owns Federal EI of Company that owns more than 50%     00044,25.4%
2845,CLASS_TRAVEL,00001,"Class of Customer,  Travel agencies and other passenger transportation services",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no Does the industry description describe your       00001,25.4%
2846,BLDR_PO,00219,Builder post office,"Net Property Plant and Equipment     219 NET PPE Net PPE Net property, plant, and equipment                00219",25.4%
2847,MEALS,00101,Management provides meals?,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues Sales, Receipts and Operating Revenues            00101",25.4%
2848,GOV_DEL_FAIL,IRS01,Gov Delivery- Email Failed (bounce-back),IRS Reported Receipts nan nan nan,25.4%
2849,RCPT_C_ST_DC,00207,"Construction Work by State,  District of Columbia",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities St/local govt securities (due 1 yr or less)       00207,25.4%
2850,RCPT_COMSN_AVG_RATE_PCT,00201,Commissions and Fees: Average Commission Rate,Cash and Demand Deposits in the U.S. 201 Cash and Demand Deposits in the U.S. Cash and Demand Deposits in the U.S. Cash and Demand Desposits in the US               00201,25.4%
2851,CLNC_USE_ELEC_RECORD,00022,"Retail Health Clinics - Services Utilized,  Electronic health records - An electronic health record is an electronic version of a patient’s medical history and may include their date of birth/sex, medical history, medications, immunizations, etc.",EI of corp Employer Identification Number Employer Identification Number Federal Employer Identification Number (EI)       00022,25.4%
2852,OWN_ZIP,00214,Owner zip code,Inventories                          214 Inventories Inventories Inventories                                       00214,25.4%
2853,BENEFIT_HEALTH,00022,Employer's cost for health insurance,EI of corp Employer Identification Number Employer Identification Number Federal Employer Identification Number (EI)       00022,25.3%
2854,GEO_CBSA,00219,Core Based Metropolitan Statistical Area,"Net Property Plant and Equipment     219 NET PPE Net PPE Net property, plant, and equipment                00219",25.3%
2855,PS_WGT,00305,"Post stratified/ calibrated ""final""weight (Used in HB edit)",Advances and Prepayments by U.S. Gov 305 Advances and Prepayments by the US GOV Advances and Prepayments by the U.S. Gov Advances and prepayments by the U.S. Government   00305,25.3%
