,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score,"data/ABS-MOPS Variables - December 11 2024.xlsm: Unique Name for Variable 
On upload, will verify with those already in database to ensure unique and alert to those that are not

NOTE: 
1) Variable Names should be all caps with no spaces
2) Variables can not end with _# or _## as those are reserved for handling of repeating persons."
2749,COST9U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,30.0%,EXPS_RD_DOM_MAT_VAL
2750,VER_NUM_FLOORS,B_OWNERNUM,Verify Number of floors in building,Number of owners of the business,30.0%,OWNER_NUM_STAT
2751,COST12U2B0INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 0 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,30.0%,EXPS_RD_DOM_MAT_VAL
2752,COST5U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #5",Number of contract employes working on research activities,30.0%,EMP_RSRCH_CONTRACT_NUM
2753,COST11U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #11",Number of contract employes working on research activities,29.9%,EMP_RSRCH_CONTRACT_NUM
2754,COST5U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #5",Number of contract employes working on research activities,29.9%,EMP_RSRCH_CONTRACT_NUM
2755,COST10U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,29.9%,EXPS_RD_DOM_MAT_VAL
2756,COST_FUEL,B_RDEXP_DOM_MATERIALS,"Purchased fuels consumed for heat, power, or the generation of electricity",Amount of domestic R&D costs going to materials and supplies,29.9%,EXPS_RD_DOM_MAT_VAL
2757,COST4U1B1INT2,EMPC,"Second Interview, Unfurnished, 1 Bedrms, Cost #4",Number of contract employes working on research activities,29.9%,EMP_RSRCH_CONTRACT_NUM
2758,COST10U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,29.9%,EXPS_RD_DOM_MAT_VAL
2759,COST2U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,29.9%,EXPS_RD_DOM_MAT_VAL
2760,COST12U1B2INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Unfurnished, 2 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,29.9%,EXPS_RD_DOM_MAT_VAL
2761,COST5U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #5",Number of contract employes working on research activities,29.9%,EMP_RSRCH_CONTRACT_NUM
2762,COST11U1B2INT3,EMPC,"Third Interview, Unfurnished, 2 Bedrms, Cost #11",Number of contract employes working on research activities,29.9%,EMP_RSRCH_CONTRACT_NUM
2763,COST8U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,29.9%,EXPS_RD_DOM_MAT_VAL
2764,COST10U2B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 0 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,29.9%,EXPS_RD_DOM_MAT_VAL
2765,COST8U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #8",Number of contract employes working on research activities,29.9%,EMP_RSRCH_CONTRACT_NUM
2766,COST1U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,29.9%,EXPS_RD_DOM_MAT_VAL
2767,COST12U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #12",Number of contract employes working on research activities,29.8%,EMP_RSRCH_CONTRACT_NUM
2768,COST7U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #7",Domestic R&D performance costs for basic research,29.8%,EXPS_RD_US_BASIC_VAL
2769,COST5U1B0INT4,EMPC,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #5",Number of contract employes working on research activities,29.8%,EMP_RSRCH_CONTRACT_NUM
2770,COST4U1B0INT3,EMPC,"Third Interview, Unfurnished, 0 Bedrms, Cost #4",Number of contract employes working on research activities,29.8%,EMP_RSRCH_CONTRACT_NUM
2771,COST6U1B0INT3,B_RDCOST_DOM_APPLD,"Third Interview, Unfurnished, 0 Bedrms, Cost #6",Domestic R&D performance costs for applied research,29.8%,EXPS_RD_US_APPLIED_VAL
2772,COST9U2B0INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 0 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,29.8%,EXPS_RD_DOM_MAT_VAL
2773,COST10U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #10",Number of contract employes working on research activities,29.8%,EMP_RSRCH_CONTRACT_NUM
2774,COST1U2B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 0 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,29.8%,EXPS_RD_DOM_MAT_VAL
2775,RCPT_C_ST_TN,B_CONTRACTOUT_TYPE,"Construction Work by State,  Tennessee",Type of companies that manufacturing was contracted out to ,29.8%,MAN_CONTRACTOUT_CHKBOX
2776,REF_PER,B_FREQCSM,Survey reference period,How frequently customer satisfaction is monitored by this business,29.8%,CUST_SATISFACT_FREQ_CODE
2777,COST5U1B2INT3,EMPC,"Third Interview, Unfurnished, 2 Bedrms, Cost #5",Number of contract employes working on research activities,29.8%,EMP_RSRCH_CONTRACT_NUM
2778,COST11U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #11",Number of contract employes working on research activities,29.7%,EMP_RSRCH_CONTRACT_NUM
2779,COST12U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #12",Number of contract employes working on research activities,29.7%,EMP_RSRCH_CONTRACT_NUM
2780,COST5U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #5",Number of contract employes working on research activities,29.7%,EMP_RSRCH_CONTRACT_NUM
2781,COST10U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,29.7%,EXPS_RD_DOM_MAT_VAL
2782,COST10U1B0INT4,EMPC,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #10",Number of contract employes working on research activities,29.7%,EMP_RSRCH_CONTRACT_NUM
2783,COST1U1B3INT2,EMPC,"Second Interview, Unfurnished, 3 Bedrms, Cost #1",Number of contract employes working on research activities,29.7%,EMP_RSRCH_CONTRACT_NUM
2784,COST11U1B0INT3,WZOH_TOT,"Third Interview, Unfurnished, 0 Bedrms, Cost #11",Total amount of internal research funds by cost category,29.7%,EXPS_RSRCH_COST_TOT_DVAL
2785,COST1U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,29.7%,EXPS_RD_DOM_MAT_VAL
2786,BED2U4,O4_NAME_TITLE,Total 2 bedrooms for Type 4,Name of fourth owner,29.7%,OWNER4_NAME
2787,COST9U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #9",Domestic R&D performance costs for basic research,29.7%,EXPS_RD_US_BASIC_VAL
2788,NC9902C_TYPOP_SELFDSG_42,O1_MAJOR_NONSCI_WIN,Unclassified survey Type of Operation,Other non-science and engineering related fields that are not listed,29.7%,EDU_CODE_MAJOR_NONSCI_TXT
2789,COLLECTION_UPDATE_TXT,B_IMPROCESS_INFO,Updates from the BR,Whether the business introduced new or improved methods for information and communication systems,29.7%,IMPROCESS_INFO_STAT
2790,RCPT_COMSN_EARN_VAL,B_SALES_PCT_US_TOT,Commissions and Fees: Commissions and Selling or Listing fees,"Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",29.7%,SALES_US_TOT_DPCT
2791,COST7U1B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Unfurnished, 0 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,29.6%,EXPS_RD_DOM_MAT_VAL
2792,COST12U1B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 3 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,29.6%,EXPS_RD_DOM_MAT_VAL
2793,PUBLIC_WATER_POTABLE_ARCHIVE,B_WORKHOME_PCT_FIVE ,Which of the following types of water was mainly supplied by the public water system?,Percent of workers that worked from home five or more days per weTotal percent entered from work from home questionsek,29.6%,WORK_HOME_FIVE_PCT
2794,COST7U1B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 1 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,29.6%,EXPS_RD_DOM_MAT_VAL
2795,COST1U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #1",Domestic R&D performance costs for basic research,29.6%,EXPS_RD_US_BASIC_VAL
2796,TRANS_USE,B_RDEXP_DOM_DEPR,Any units reserved for transient use?,Amount of domestic R&D costs going to depreciation on property and equipment,29.6%,EXPS_RD_DOM_DEPR_VAL
2797,COST8U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #8",Number of contract employes working on research activities,29.6%,EMP_RSRCH_CONTRACT_NUM
2798,ROOM_RENT_TRANSIENT,O1_REASON_FLEXIBLEHRS,"Accomodations,  Number of rooms, units, or quarters primarily rented as transient guestrooms or units",Reason for owning business: Flexible hours,29.6%,OWNING_REASON_FLEXIBLEHRS_CODE
2799,COST12U1B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 1 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,29.6%,EXPS_RD_DOM_MAT_VAL
2800,COV_CHG_DATE,B_CEASED_MONTH,Coverge code date,Month the business ceased operation,29.6%,OPSTAT_CEASED_MONTH_DATE
2801,COST4U2B0INT4,EMPC,"Fourth Interview, Furnished, 0 Bedrms, Cost #4",Number of contract employes working on research activities,29.6%,EMP_RSRCH_CONTRACT_NUM
2802,BLDG_TYPE1,O1_MAJOR,First Type of Units in Building,Field of the highest degree achieved by the first owner prior to owning this business,29.6%,EDU_CODE
2803,COST10U1B2INT3,EMPC,"Third Interview, Unfurnished, 2 Bedrms, Cost #10",Number of contract employes working on research activities,29.6%,EMP_RSRCH_CONTRACT_NUM
2804,COST3U2B0INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 0 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,29.6%,EXPS_RD_DOM_MAT_VAL
2805,CLOSE,B_PROXY,Stop screen for Back of interview if building is owned or leased by a PHA.,Yes/No if person is reporting in behalf of business owners,29.6%,PROXY_REPRT_CODE
2806,COST5U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #5",Domestic R&D performance costs for basic research,29.5%,EXPS_RD_US_BASIC_VAL
2807,COST10U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #10",Number of contract employes working on research activities,29.5%,EMP_RSRCH_CONTRACT_NUM
2808,COST8U2B0INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 0 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,29.5%,EXPS_RD_DOM_MAT_VAL
2809,COST12U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #12",Domestic R&D performance costs for basic research,29.5%,EXPS_RD_US_BASIC_VAL
2810,COST8U1B2INT3,EMPC,"Third Interview, Unfurnished, 2 Bedrms, Cost #8",Number of contract employes working on research activities,29.5%,EMP_RSRCH_CONTRACT_NUM
2811,COST3U2B0INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 0 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,29.5%,EXPS_RD_DOM_MAT_VAL
2812,PORTAL_LOGIN,B_CEASED_MONTH,Date of respondent portal login,Month the business ceased operation,29.5%,OPSTAT_CEASED_MONTH_DATE
2813,COST8U1B0INT4,EMPC,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #8",Number of contract employes working on research activities,29.5%,EMP_RSRCH_CONTRACT_NUM
2814,COST8U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #8",Number of contract employes working on research activities,29.5%,EMP_RSRCH_CONTRACT_NUM
2815,COST4U2B0INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 0 Bedrms, Cost #4",Amount of domestic R&D costs going to materials and supplies,29.5%,EXPS_RD_DOM_MAT_VAL
2816,COST4U1B3INT2,EMPC,"Second Interview, Unfurnished, 3 Bedrms, Cost #4",Number of contract employes working on research activities,29.5%,EMP_RSRCH_CONTRACT_NUM
2817,NONINT_SPEC,O1_MAJOR_NONSCI_WIN,Noninterview specify field,Other non-science and engineering related fields that are not listed,29.5%,EDU_CODE_MAJOR_NONSCI_TXT
2818,COST7U1B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 3 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,29.5%,EXPS_RD_DOM_MAT_VAL
2819,INV_OUTPR_BGN,O1_HISP,"Inventories,  Stored or en route, OUTSIDE Puerto Rico,  Beginning of Year","Whether the first owner is Hispanic, Latino, or Spanish",29.5%,OWNER_ETHNICITY_CODE
2820,COST1U1B1INT2,EMPC,"Second Interview, Unfurnished, 1 Bedrms, Cost #1",Number of contract employes working on research activities,29.5%,EMP_RSRCH_CONTRACT_NUM
2821,CHNGADD_STREET,O1_NAME_TITLE,Change street name,Name of first owner,29.4%,OWNER1_NAME
2822,COST9U2B0INT1,B_EMPNUM_UNPAID,"First Interview, Furnished, 0 Bedrms, Cost #9",Number of individuals who did work for the business but were unpaid,29.4%,EMP_UNPAID_NUM
2823,ORE_SILVER_SILVER,EXPNS,"Quantity of Silver produced,  Silver",Amount of total expenses,29.4%,EXPS_TOT_VAL
2824,ORE_SILVER_COPPER,B_RDEXP_DOM_MATERIALS,"Quantity of Silver produced,  Copper",Amount of domestic R&D costs going to materials and supplies,29.4%,EXPS_RD_DOM_MAT_VAL
2825,ORE_GOLD_LEADZINC,B_RDEXP_DOM_MATERIALS,"Quantity of Gold produced,  Lead/Zinc",Amount of domestic R&D costs going to materials and supplies,29.4%,EXPS_RD_DOM_MAT_VAL
2826,COST1U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,29.4%,EXPS_RD_DOM_MAT_VAL
2827,COST5U2B0INT1,B_EMPNUM_UNPAID,"First Interview, Furnished, 0 Bedrms, Cost #5",Number of individuals who did work for the business but were unpaid,29.3%,EMP_UNPAID_NUM
2828,COST3U1B1INT2,EMPC,"Second Interview, Unfurnished, 1 Bedrms, Cost #3",Number of contract employes working on research activities,29.3%,EMP_RSRCH_CONTRACT_NUM
2829,COST5U2B0INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 0 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,29.3%,EXPS_RD_DOM_MAT_VAL
2830,COST3U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #3",Domestic R&D performance costs for basic research,29.3%,EXPS_RD_US_BASIC_VAL
2831,COST3U1B0INT3,EMPC,"Third Interview, Unfurnished, 0 Bedrms, Cost #3",Number of contract employes working on research activities,29.3%,EMP_RSRCH_CONTRACT_NUM
2832,NAICS_MCHLRN_RELSCORE,AISPLYCHNMGT,the relevance score for associated MACHINE learning (BEACON) NAICS,What extent did this company use artificial intelligence (including machine learning algorithms in software applications) to supportsSales forecasting                                                                                       ,29.3%,AI_SUPPLY_CHAIN_CODE
2833,COST6U1B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 1 Bedrms, Cost #6",Amount of domestic R&D costs going to materials and supplies,29.3%,EXPS_RD_DOM_MAT_VAL
2834,COST1U2B1INT1,B_EMPNUM_UNPAID,"First Interview, Furnished, 1 Bedrms, Cost #1",Number of individuals who did work for the business but were unpaid,29.3%,EMP_UNPAID_NUM
2835,COST2U1B0INT2,B_RDCOST_DOM_BASIC,"Second Interview, Unfurnished, 0 Bedrms, Cost #2",Domestic R&D performance costs for basic research,29.2%,EXPS_RD_US_BASIC_VAL
2836,COST7U1B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 0 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,29.2%,EXPS_RD_DOM_MAT_VAL
2837,ORE_LEADZINC_LEADZINC,B_RDEXP_DOM_MATERIALS,"Quantity of Lead/Zinc produced,  Lead/Zinc",Amount of domestic R&D costs going to materials and supplies,29.2%,EXPS_RD_DOM_MAT_VAL
2838,COST11U1B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 3 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,29.2%,EXPS_RD_DOM_MAT_VAL
2839,COST9U1B0INT3,B_RDCOST_DOM_APPLD,"Third Interview, Unfurnished, 0 Bedrms, Cost #9",Domestic R&D performance costs for applied research,29.2%,EXPS_RD_US_APPLIED_VAL
2840,COST11U1B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 1 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,29.2%,EXPS_RD_DOM_MAT_VAL
2841,WATER_REUSE,CPSTR,Did this establishment recirculate or reuse any water?,Total capital expenditures for research operations that went towards buildings and land improvement,29.1%,CAPEX_RSRCH_BUILD_VAL
2842,OPSTAT_SY_STAT,B_NEWCUSTSTART_REASON,for new estabs  - why?,Why this new/customized product or service was developed,29.1%,NEW_CUST_PROD_START_REASON_STAT
2843,TRAILER_WD_NUM,O1_SEX ,"Inventories:_x000D_
Trailers with drivers",Sex of first owner,29.1%,OWNER_SEX_CODE
2844,COST6U1B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 3 Bedrms, Cost #6",Amount of domestic R&D costs going to materials and supplies,29.1%,EXPS_RD_DOM_MAT_VAL
2845,COST4U1B0INT2,B_RDCOST_DOM_BASIC,"Second Interview, Unfurnished, 0 Bedrms, Cost #4",Domestic R&D performance costs for basic research,29.1%,EXPS_RD_US_BASIC_VAL
2846,COST4U1B2INT2,EMPC,"Second Interview, Unfurnished, 2 Bedrms, Cost #4",Number of contract employes working on research activities,29.1%,EMP_RSRCH_CONTRACT_NUM
2847,COST8U2B0INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 0 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,29.1%,EXPS_RD_DOM_MAT_VAL
2848,COST3U1B3INT2,EMPC,"Second Interview, Unfurnished, 3 Bedrms, Cost #3",Number of contract employes working on research activities,29.1%,EMP_RSRCH_CONTRACT_NUM
2849,COST6U1B0INT2,B_RDCOST_DOM_APPLD,"Second Interview, Unfurnished, 0 Bedrms, Cost #6",Domestic R&D performance costs for applied research,29.1%,EXPS_RD_US_APPLIED_VAL
2850,COST7U1B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 2 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,29.1%,EXPS_RD_DOM_MAT_VAL
2851,BUS_TECH_IND_ROB_OTH_WRTIN,RESP_REMARKS,"Others, describe:",Remarks about reported data,29.0%,REMARKS_WRTIN_TXT
2852,COST10U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #10",Domestic R&D performance costs for basic research,29.0%,EXPS_RD_US_BASIC_VAL
2853,COST12U1B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 2 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,29.0%,EXPS_RD_DOM_MAT_VAL
2854,COST11U1B0INT2,B_RDCOST_DOM_BASIC,"Second Interview, Unfurnished, 0 Bedrms, Cost #11",Domestic R&D performance costs for basic research,29.0%,EXPS_RD_US_BASIC_VAL
2855,ELEVATOR,B_RD_ALTER_DESIGN,Is there an Elevator in building?,Yes/No if business engaged in engineering and design activities,29.0%,RD_ALTER_DESIGN_STAT
2856,COST10U2B0INT4,EMPC,"Fourth Interview, Furnished, 0 Bedrms, Cost #10",Number of contract employes working on research activities,29.0%,EMP_RSRCH_CONTRACT_NUM
2857,COST10U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,29.0%,EXPS_RD_DOM_MAT_VAL
2858,COST12U1B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 0 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,29.0%,EXPS_RD_DOM_MAT_VAL
2859,COST9U1B3INT2,EMPC,"Second Interview, Unfurnished, 3 Bedrms, Cost #9",Number of contract employes working on research activities,28.9%,EMP_RSRCH_CONTRACT_NUM
2860,COST1U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,28.9%,EXPS_RD_DOM_MAT_VAL
2861,COST1U2B0INT1,B_EMPNUM_UNPAID,"First Interview, Furnished, 0 Bedrms, Cost #1",Number of individuals who did work for the business but were unpaid,28.9%,EMP_UNPAID_NUM
2862,RCPT_MOTR_OTH_PCT,B_CONTRACTIN_TYPE ,Analysis of Motor Carrier Operations: All other,Types of companies that this business performed manufacturing for,28.9%,MAN_CONTRACTIN_CHKBOX
2863,COST5U1B0INT3,B_RDCOST_DOM_BASIC,"Third Interview, Unfurnished, 0 Bedrms, Cost #5",Domestic R&D performance costs for basic research,28.9%,EXPS_RD_US_BASIC_VAL
2864,COST2U1B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 3 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,28.9%,EXPS_RD_DOM_MAT_VAL
2865,RCPT_ECOMM_BOOK_VAL,B_IMPROCESS_INFO,Electronic Commerce (e-commerce) - Books,Whether the business introduced new or improved methods for information and communication systems,28.9%,IMPROCESS_INFO_STAT
2866,BED2U2,B_EMPNUM_W2_TOTAL,Total 2 bedrooms for Type 2,Total number of W2 paid employees and owners,28.9%,EMP_W2_TOT_DNUM
2867,COST6U1B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Unfurnished, 2 Bedrms, Cost #6",Amount of domestic R&D costs going to materials and supplies,28.8%,EXPS_RD_DOM_MAT_VAL
