,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
2784,COST12U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #12",Interest Expense,24.30%
2785,COST8U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #8",Interest Expense,24.30%
2786,COST3U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #3",Interest Expense,24.30%
2787,KAU_STAT,CB119,Active staus idicator for KAU,cb 119 for general imp,24.30%
2788,COST2U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #2",Interest Expense,24.20%
2789,COST8U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #8",Interest Expense,24.20%
2790,COST8U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #8",Interest Expense,24.20%
2791,COST11U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #11",Interest Expense,24.20%
2792,RCPT_PAT_OUT_DVAL,00318,Outpatient Care Services,Long Term Debt - Other,24.20%
2793,COST6U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #6",Interest Expense,24.20%
2794,COST2U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #2",Interest Expense,24.20%
2795,COST2U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #2",Interest Expense,24.20%
2796,NONINT_SPEC,00110,Noninterview specify field,Nonoperating expenses and income,24.20%
2797,AFFIL_SPL_ADDR_STREET,00022,"Added child establishment,  Street Address",Employer Identification Number,24.20%
2798,COST2U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #2",Interest Expense,24.20%
2799,COST1U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #1",Interest Expense,24.20%
2800,COST7U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #7",Interest Expense,24.20%
2801,PROD_CLASS_DESC_WRTIN,00214,Description that corresponds to the 'other' product reported by the respondent,Inventories,24.20%
2802,FG_VERIFY,00031,Verify Type F/G Information,Corporation Status Active/Discontinued/Merged,24.10%
2803,ELEC_GEN_KWH,00216,Quantity of generated electricity,Plant and Equipment,24.10%
2804,COST6U1B3INT3,00083,"Third Interview, Unfurnished, 3 Bedrms, Cost #6",EI for addition 3,24.10%
2805,COST5U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #5",Interest Expense,24.10%
2806,COST12U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #12",Interest Expense,24.10%
2807,COST10U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #10",Interest Expense,24.10%
2808,COST5U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #5",Interest Expense,24.10%
2809,COST7U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #7",Interest Expense,24.10%
2810,RCPT_FOOD_CNTRC_SCH,00302,"Contract Feeding,  Primary and secondary schools",Short Term Loans (Commercial Paper),24.10%
2811,CLNC_CHSE_MEAS_GOV,00211,Measures of Clinical Performance - Who chooses which measures of clinical performance to collect - Government regulators or agencies?,Trade Receivables from the U.S. Government,24.10%
2812,COST4U1B3INT3,00084,"Third Interview, Unfurnished, 3 Bedrms, Cost #4",EI for addition 4,24.10%
2813,COST12U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #12",Interest Expense,24.10%
2814,COST9U1B3INT2,00105,"Second Interview, Unfurnished, 3 Bedrms, Cost #9",Interest Expense,24.10%
2815,COST5U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #5",Interest Expense,24.10%
2816,COST8U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #8",Interest Expense,24.10%
2817,COST2U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #2",Interest Expense,24.10%
2818,PAY_FOUND,00216,"Steel Mill Department Wages,  Foundry (iron or steel)",Plant and Equipment,24.10%
2819,EMP_MAR12_PHYS,00022,"Employment By Occupation, Doctors/Physicians - licensed practitioners having M.D. degree",Employer Identification Number,24.10%
2820,COST12U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #12",Interest Expense,24.10%
2821,COST5U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #5",Interest Expense,24.10%
2822,COST5U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #5",Interest Expense,24.10%
2823,COST1U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #1",Interest Expense,24.10%
2824,COST4U1B2INT2,00084,"Second Interview, Unfurnished, 2 Bedrms, Cost #4",EI for addition 4,24.10%
2825,COST7U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #7",Interest Expense,24.10%
2826,COST1U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #1",Interest Expense,24.10%
2827,COST4U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #4",Interest Expense,24.10%
2828,ELEC_GEN_KWH_NUM,00216,Quantity of Generated Electricity,Plant and Equipment,24.10%
2829,COST6U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #6",Interest Expense,24.00%
2830,COST9U1B1INT2,NDNET,"Second Interview, Unfurnished, 1 Bedrms, Cost #9",1 - Increased a lot,24.00%
2831,COST6U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #6",Interest Expense,24.00%
2832,COST8U1B3INT3,00083,"Third Interview, Unfurnished, 3 Bedrms, Cost #8",EI for addition 3,24.00%
2833,COST8U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #8",Interest Expense,24.00%
2834,COST2U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #2",Interest Expense,24.00%
2835,COST7U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #7",Interest Expense,24.00%
2836,COST12U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #12",Interest Expense,24.00%
2837,COST8U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #8",Interest Expense,24.00%
2838,COLLECTION_TXT,00221,"Identifier for including/excluding from COLLECTION operations Y= in COLLECTION, N= Removed from COLLECTION",All Other Non-current Assets,24.00%
2839,COST1U1B2INT2,00082,"Second Interview, Unfurnished, 2 Bedrms, Cost #1",EI for addition 2,24.00%
2840,COST8U1B3INT1,00214,"First Interview, Unfurnished, 3 Bedrms, Cost #8",Inventories,24.00%
2841,CHNGADD_ZIP,CB119,Zip Code,cb 119 for general imp,24.00%
2842,COST8U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #8",Interest Expense,24.00%
2843,COST7U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #7",Interest Expense,23.90%
2844,COST2U4B2INT3,00082,"Third Interview, Condo, 2 Bedrms, Cost #2",EI for addition 2,23.90%
2845,COST9U1B0INT2,00105,"Second Interview, Unfurnished, 0 Bedrms, Cost #9",Interest Expense,23.90%
2846,COST6U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #6",Interest Expense,23.90%
2847,COST9U1B1INT3,00105,"Third Interview, Unfurnished, 1 Bedrms, Cost #9",Interest Expense,23.90%
2848,COST6U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #6",Interest Expense,23.90%
2849,COST5U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #5",Interest Expense,23.90%
2850,COST10U1B1INT4,00105,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #10",Interest Expense,23.90%
2851,COST3U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #3",Interest Expense,23.90%
2852,RECORD_NAME2,00022,The secondary name,Employer Identification Number,23.90%
2853,COST2U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #2",Interest Expense,23.90%
2854,COST7U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #7",Interest Expense,23.90%
2855,COST3U1B1INT3,00083,"Third Interview, Unfurnished, 1 Bedrms, Cost #3",EI for addition 3,23.90%
2856,COST2U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #2",Interest Expense,23.90%
2857,COST4U1B3INT2,00084,"Second Interview, Unfurnished, 3 Bedrms, Cost #4",EI for addition 4,23.90%
2858,COST12U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #12",Interest Expense,23.90%
2859,COST5U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #5",Interest Expense,23.90%
2860,SURVEY_CODE_NUM,00084,Check in code,EI for addition 4,23.80%
2861,COST6U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #6",Interest Expense,23.80%
2862,COST5U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #5",Interest Expense,23.80%
2863,COST9U1B2INT1,00105,"First Interview, Unfurnished, 2 Bedrms, Cost #9",Interest Expense,23.80%
2864,COST12U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #12",Interest Expense,23.80%
2865,COST11U1B0INT2,00105,"Second Interview, Unfurnished, 0 Bedrms, Cost #11",Interest Expense,23.80%
2866,COST6U1B0INT3,00083,"Third Interview, Unfurnished, 0 Bedrms, Cost #6",EI for addition 3,23.80%
2867,COST12U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #12",Interest Expense,23.80%
2868,CHNGADD_PO,00207,City,State and Local Government Securities,23.80%
2869,COST3U1B2INT1,00105,"First Interview, Unfurnished, 2 Bedrms, Cost #3",Interest Expense,23.80%
2870,COST3U1B3INT2,00083,"Second Interview, Unfurnished, 3 Bedrms, Cost #3",EI for addition 3,23.80%
2871,COST12U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #12",Interest Expense,23.80%
2872,COST10U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #10",Interest Expense,23.80%
2873,COST7U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #7",Interest Expense,23.80%
2874,COST4U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #4",Interest Expense,23.80%
2875,COST4U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #4",Interest Expense,23.80%
2876,COST10U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #10",Interest Expense,23.80%
2877,COST10U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #10",Interest Expense,23.80%
2878,COST12U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #12",Interest Expense,23.80%
2879,COST6U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #6",Interest Expense,23.70%
2880,COST6U4B3INT3,00083,"Third Interview, Condo, 3 Bedrms, Cost #6",EI for addition 3,23.70%
2881,COST12U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #12",Interest Expense,23.70%
2882,COST4U1B2INT3,00084,"Third Interview, Unfurnished, 2 Bedrms, Cost #4",EI for addition 4,23.70%
2883,COST11U1B2INT1,00105,"First Interview, Unfurnished, 2 Bedrms, Cost #11",Interest Expense,23.70%
2884,COST8U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #8",Interest Expense,23.70%
2885,COST1U1B0INT3,00105,"Third Interview, Unfurnished, 0 Bedrms, Cost #1",Interest Expense,23.70%
2886,COST10U1B0INT3,00105,"Third Interview, Unfurnished, 0 Bedrms, Cost #10",Interest Expense,23.70%
2887,COST3U1B1INT2,NDNET,"Second Interview, Unfurnished, 1 Bedrms, Cost #3",1 - Increased a lot,23.70%
2888,COST2U1B3INT2,00082,"Second Interview, Unfurnished, 3 Bedrms, Cost #2",EI for addition 2,23.70%
2889,COST2U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #2",Interest Expense,23.70%
2890,COST7U1B1INT2,NDNET,"Second Interview, Unfurnished, 1 Bedrms, Cost #7",1 - Increased a lot,23.60%
2891,COST2U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #2",Interest Expense,23.60%
2892,COST5U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #5",Interest Expense,23.60%
2893,COST9U1B2INT2,00084,"Second Interview, Unfurnished, 2 Bedrms, Cost #9",EI for addition 4,23.60%
2894,COST3U1B2INT2,00082,"Second Interview, Unfurnished, 2 Bedrms, Cost #3",EI for addition 2,23.60%
2895,COST2U1B0INT2,00082,"Second Interview, Unfurnished, 0 Bedrms, Cost #2",EI for addition 2,23.60%
2896,CHNGADD_HNO,00022,Change house number,Employer Identification Number,23.60%
2897,COST8U1B0INT3,00084,"Third Interview, Unfurnished, 0 Bedrms, Cost #8",EI for addition 4,23.50%
2898,LOGIN_KAU_NUM,00223,The number of kaus per login,Total Assets,23.50%
2899,LICENSED_MD_YES,00001,Is there a licensed M.D. or D.O. working at this establishment?,Is this your company's industry - yes/no,23.50%
2900,COST10U1B3INT3,00105,"Third Interview, Unfurnished, 3 Bedrms, Cost #10",Interest Expense,23.50%
2901,COST10U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #10",Interest Expense,23.50%
2902,COST2U1B2INT3,00082,"Third Interview, Unfurnished, 2 Bedrms, Cost #2",EI for addition 2,23.50%
2903,COST9U1B2INT3,00083,"Third Interview, Unfurnished, 2 Bedrms, Cost #9",EI for addition 3,23.50%
2904,COST7U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #7",Interest Expense,23.50%
2905,COST6U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #6",Interest Expense,23.50%
2906,COST6U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #6",Interest Expense,23.50%
2907,COST6U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #6",Interest Expense,23.50%
2908,COST10U1B2INT4,00084,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #10",EI for addition 4,23.50%
2909,COST1U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #1",Interest Expense,23.50%
2910,COST5U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #5",Interest Expense,23.50%
2911,COST5U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #5",Interest Expense,23.40%
2912,GEO_DIVISION,0122D,Number for the coresponding geo_division,Census Use Only -- ADJ,23.40%
2913,COST8U1B3INT2,00084,"Second Interview, Unfurnished, 3 Bedrms, Cost #8",EI for addition 4,23.40%
2914,EXPS_INS_PREM_VAL,00314,Cost of Insurance,All Other Current Liabilities.,23.40%
2915,COST1U1B0INT2,NDNET,"Second Interview, Unfurnished, 0 Bedrms, Cost #1",1 - Increased a lot,23.40%
2916,COST5U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #5",Interest Expense,23.40%
2917,COST6U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #6",Interest Expense,23.40%
2918,COST7U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #7",Interest Expense,23.40%
2919,BLDRNAME,00216,Builder name,Plant and Equipment,23.40%
2920,COST5U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #5",Interest Expense,23.40%
2921,COST2U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #2",Interest Expense,23.40%
2922,COST4U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #4",Interest Expense,23.40%
2923,COST12U1B1INT1,CB119,"First Interview, Unfurnished, 1 Bedrms, Cost #12",cb 119 for general imp,23.30%
2924,COST1U1B2INT3,00083,"Third Interview, Unfurnished, 2 Bedrms, Cost #1",EI for addition 3,23.30%
2925,COST5U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #5",Interest Expense,23.30%
2926,COST6U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #6",Interest Expense,23.30%
2927,CLNC_USE_INTAC_SFTWR,00214,"Retail Health Clinics - Services Utilized, Interactive patient interview software - This software allows patients to use questionnaires to provide their medical information electronically to the health care provider prior to a visit.",Inventories,23.30%
2928,COST6U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #6",Interest Expense,23.30%
2929,COST6U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #6",Interest Expense,23.30%
2930,COST2U1B2INT1,00105,"First Interview, Unfurnished, 2 Bedrms, Cost #2",Interest Expense,23.20%
2931,COST12U1B3INT1,00214,"First Interview, Unfurnished, 3 Bedrms, Cost #12",Inventories,23.20%
2932,COST8U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #8",Interest Expense,23.20%
2933,BLDR_BEST,00021,Best time to contact builder,Closing date,23.20%
2934,COST6U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #6",Interest Expense,23.20%
2935,SPLITTER_ID,0122D,SURVUNIT_ID of SU record reporting splitter locations.,Census Use Only -- ADJ,23.20%
2936,COST1U1B2INT1,00105,"First Interview, Unfurnished, 2 Bedrms, Cost #1",Interest Expense,23.20%
2937,OWNSTAT_OTH_WRTIN,0122D,"Other - Describe race, for example, Hmong, Laotian, Thai, Pakistani, Cambodian, etc. write-in description",Census Use Only -- ADJ,23.20%
2938,COST8U1B2INT2,00084,"Second Interview, Unfurnished, 2 Bedrms, Cost #8",EI for addition 4,23.20%
2939,COST1U1B3INT2,00105,"Second Interview, Unfurnished, 3 Bedrms, Cost #1",Interest Expense,23.20%
2940,COST5U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #5",Interest Expense,23.20%
2941,COST6U1B0INT2,00084,"Second Interview, Unfurnished, 0 Bedrms, Cost #6",EI for addition 4,23.20%
2942,COST6U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #6",Interest Expense,23.20%
2943,DIST_LRN_OTH_MODE_PCT,00216,"Modes of Instruction, Other modes of delivery, including recordings and correspondence",Plant and Equipment,23.20%
2944,EMP_MAR12_CHIRO,00022,"Employment By Occupation, Chiropractic physicians - licensed practitioners having D.C. degree",Employer Identification Number,23.20%
2945,COST4U1B1INT2,00084,"Second Interview, Unfurnished, 1 Bedrms, Cost #4",EI for addition 4,23.10%
2946,COST7U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #7",Interest Expense,23.10%
2947,COST12U1B2INT0,00206,"Initial Interview, Unfurnished, 2 Bedrms, Cost #12",Commercial and Finance Company paper of US issuers,23.10%
2948,COST10U1B1INT3,CB119,"Third Interview, Unfurnished, 1 Bedrms, Cost #10",cb 119 for general imp,23.10%
2949,COST2U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #2",Interest Expense,23.10%
2950,COST7U1B2INT2,NDNET,"Second Interview, Unfurnished, 2 Bedrms, Cost #7",1 - Increased a lot,23.10%
2951,EXPS_SOFTREPR_VAL,00216,Purchased Software Reproduction,Plant and Equipment,23.10%
2952,COST8U1B2INT3,00084,"Third Interview, Unfurnished, 2 Bedrms, Cost #8",EI for addition 4,23.10%
2953,COST2U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #2",Interest Expense,23.10%
2954,COST8U1B0INT2,00084,"Second Interview, Unfurnished, 0 Bedrms, Cost #8",EI for addition 4,23.10%
2955,COST4U1B2INT1,00105,"First Interview, Unfurnished, 2 Bedrms, Cost #4",Interest Expense,23.10%
2956,COST8U1B2INT1,00214,"First Interview, Unfurnished, 2 Bedrms, Cost #8",Inventories,23.00%
2957,COST10U1B0INT2,00105,"Second Interview, Unfurnished, 0 Bedrms, Cost #10",Interest Expense,23.00%
2958,COST6U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #6",Interest Expense,23.00%
2959,COST6U1B2INT0,00302,"Initial Interview, Unfurnished, 2 Bedrms, Cost #6",Short Term Loans (Commercial Paper),23.00%
2960,COST8U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #8",Interest Expense,23.00%
2961,COST8U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #8",Interest Expense,23.00%
2962,COST5U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #5",Interest Expense,23.00%
2963,COST7U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #7",Interest Expense,23.00%
2964,COST2U1B1INT3,NDNET,"Third Interview, Unfurnished, 1 Bedrms, Cost #2",1 - Increased a lot,23.00%
2965,COST10U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #10",Interest Expense,23.00%
2966,PAY_ANN_CONWRK,00112,Annual Payroll for Construction Workers,Provision for Income Taxes (FEDERAL),22.90%
2967,COST7U1B0INT3,00105,"Third Interview, Unfurnished, 0 Bedrms, Cost #7",Interest Expense,22.90%
2968,COST4U1B1INT3,00084,"Third Interview, Unfurnished, 1 Bedrms, Cost #4",EI for addition 4,22.90%
2969,COST6U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #6",Interest Expense,22.90%
2970,RCPT_DIR_PRNT_DVAL,00106,directory/dbase - Print,Dividend Income,22.90%
2971,COST6U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #6",Interest Expense,22.90%
2972,COST7U1B3INT3,00105,"Third Interview, Unfurnished, 3 Bedrms, Cost #7",Interest Expense,22.90%
2973,COST10U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #10",Interest Expense,22.90%
2974,SOMA_ZIP5,CB119,Zipcode,cb 119 for general imp,22.90%
2975,ROWDONE,00110,Flag to determine if the COST variable row has been completed,Nonoperating expenses and income,22.90%
2976,COST5U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #5",Interest Expense,22.90%
2977,COST7U1B1INT3,NDNET,"Third Interview, Unfurnished, 1 Bedrms, Cost #7",1 - Increased a lot,22.80%
2978,COST10U1B1INT2,CB119,"Second Interview, Unfurnished, 1 Bedrms, Cost #10",cb 119 for general imp,22.80%
2979,COST7U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #7",Interest Expense,22.80%
2980,COST10U1B3INT2,00105,"Second Interview, Unfurnished, 3 Bedrms, Cost #10",Interest Expense,22.80%
2981,COST6U1B2INT2,00084,"Second Interview, Unfurnished, 2 Bedrms, Cost #6",EI for addition 4,22.80%
2982,COST6U1B3INT2,00084,"Second Interview, Unfurnished, 3 Bedrms, Cost #6",EI for addition 4,22.70%
2983,FGINFO_ZIP,00022,Zipcode of F/G contact person,Employer Identification Number,22.70%
2984,COST12U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #12",Interest Expense,22.70%
2985,RCPT_NONTELEMED_DVAL,00108,Non-Telemedicine,non-Recurring,22.70%
2986,COST6U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #6",Interest Expense,22.70%
