,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Cosine Score,Jaccard Score,Actual MDR's Variable
2787,COST2U1B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #2",Average number of hours of training that employees at this business received,23.18%,27.27%,0.00%,EMP_TRAIN_HRS_AVG
2788,COST1U1B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #1",Average number of hours of training that employees at this business received,23.18%,27.27%,0.00%,EMP_TRAIN_HRS_AVG
2789,COST1U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #1",Total amount of credit that was requested and received ,23.17%,27.25%,0.00%,CREDIT_AMT_RECEIVED_STAT
2790,COST10U4B2INT4,"
RESP_TITLE   ","Fourth Interview, Condo, 2 Bedrms, Cost #10",Contact Information: Title,23.17%,27.26%,0.00%,CERT_TITLE_TXT
2791,PHYSLOC_ADDR_COMBINED,B_SALES_PCT_US_TOT,Combined address for STEP 3 Spreadsheet,"Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",23.17%,27.25%,0.00%,SALES_US_TOT_DPCT
2792,COST5U1B2INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #5",Total amount of credit that was requested and received ,23.17%,27.25%,0.00%,CREDIT_AMT_RECEIVED_STAT
2793,COST6U4B1INT3,"
RESP_TITLE   ","Third Interview, Condo, 1 Bedrms, Cost #6",Contact Information: Title,23.14%,27.22%,0.00%,CERT_TITLE_TXT
2794,COST5U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #5",Total amount of credit that was requested and received ,23.13%,27.21%,0.00%,CREDIT_AMT_RECEIVED_STAT
2795,COST7U3B0INT1,B_CRDAMT,"First Interview, Coop, 0 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.13%,27.21%,0.00%,CREDIT_AMT_RECEIVED_STAT
2796,COST11U1B0INT0,B_CRDAMT,"Initial Interview, Unfurnished, 0 Bedrms, Cost #11",Total amount of credit that was requested and received ,23.13%,27.22%,0.00%,CREDIT_AMT_RECEIVED_STAT
2797,COST1U4B3INT3,CPSTR,"Third Interview, Condo, 3 Bedrms, Cost #1",Total capital expenditures for research operations that went towards buildings and land improvement,23.13%,27.21%,0.00%,CAPEX_RSRCH_BUILD_VAL
2798,COST9U1B2INT1,EXPNS,"First Interview, Unfurnished, 2 Bedrms, Cost #9",Amount of total expenses,23.13%,27.22%,0.00%,EXPS_TOT_VAL
2799,COST10U4B1INT3,"
RESP_TITLE   ","Third Interview, Condo, 1 Bedrms, Cost #10",Contact Information: Title,23.12%,27.20%,0.00%,CERT_TITLE_TXT
2800,COST5U1B3INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #5",Total amount of credit that was requested and received ,23.12%,27.20%,0.00%,CREDIT_AMT_RECEIVED_STAT
2801,NAPCS_IND,B_NUMKPI,Indicator for the Product lines on ID,Number of key performance indicators monitored by this business ,23.11%,27.19%,0.00%,KPI_MONITOR_NUM
2802,COST2U1B1INT1,EXPNS,"First Interview, Unfurnished, 1 Bedrms, Cost #2",Amount of total expenses,23.10%,27.17%,0.00%,EXPS_TOT_VAL
2803,COST7U1B0INT0,B_PROMOTE_PERF,"Initial Interview, Unfurnished, 0 Bedrms, Cost #7",Primary method that employees are promoted at this business,23.09%,27.16%,0.00%,PROMOTION_METHOD_CODE
2804,COST5U4B3INT0,EXPNS,"Initial Interview, Condo, 3 Bedrms, Cost #5",Amount of total expenses,23.09%,27.17%,0.00%,EXPS_TOT_VAL
2805,PS_ADJ,RESP_REMARKS,Post Stratification/calibration adjustment,Remarks about reported data,23.09%,27.16%,0.00%,REMARKS_WRTIN_TXT
2806,COST1U1B2INT1,EXPNS,"First Interview, Unfurnished, 2 Bedrms, Cost #1",Amount of total expenses,23.08%,27.15%,0.00%,EXPS_TOT_VAL
2807,COST10U4B2INT0,EXPNS,"Initial Interview, Condo, 2 Bedrms, Cost #10",Amount of total expenses,23.08%,27.15%,0.00%,EXPS_TOT_VAL
2808,COST5U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #5",Total amount of credit that was requested and received ,23.08%,27.15%,0.00%,CREDIT_AMT_RECEIVED_STAT
2809,COST1U1B2INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #1",Total amount of credit that was requested and received ,23.07%,27.14%,0.00%,CREDIT_AMT_RECEIVED_STAT
2810,COST2U4B1INT3,B_CRDAMT,"Third Interview, Condo, 1 Bedrms, Cost #2",Total amount of credit that was requested and received ,23.06%,27.13%,0.00%,CREDIT_AMT_RECEIVED_STAT
2811,COST1U1B1INT3,B_CRDAMT,"Third Interview, Unfurnished, 1 Bedrms, Cost #1",Total amount of credit that was requested and received ,23.06%,27.13%,0.00%,CREDIT_AMT_RECEIVED_STAT
2812,COST10U1B2INT2,B_CRDAMT,"Second Interview, Unfurnished, 2 Bedrms, Cost #10",Total amount of credit that was requested and received ,23.06%,27.13%,0.00%,CREDIT_AMT_RECEIVED_STAT
2813,COST8U1B1INT1,B_EMPTRAIN_HRS,"First Interview, Unfurnished, 1 Bedrms, Cost #8",Average number of hours of training that employees at this business received,23.05%,27.11%,0.00%,EMP_TRAIN_HRS_AVG
2814,COST7U1B3INT2,B_CRDAMT,"Second Interview, Unfurnished, 3 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.03%,27.10%,0.00%,CREDIT_AMT_RECEIVED_STAT
2815,COST9U4B3INT1,CPSTR,"First Interview, Condo, 3 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,23.03%,27.10%,0.00%,CAPEX_RSRCH_BUILD_VAL
2816,COST3U1B0INT0,PROMOTEM,"Initial Interview, Unfurnished, 0 Bedrms, Cost #3",What was the primary way managers were promoted at this company,23.02%,27.09%,0.00%,EMP_MNG_PROMOTE_CODE
2817,COST9U4B3INT3,CPSTR,"Third Interview, Condo, 3 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,23.01%,27.07%,0.00%,CAPEX_RSRCH_BUILD_VAL
2818,COST3U1B0INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #3",Total amount of credit that was requested and received ,22.99%,27.04%,0.00%,CREDIT_AMT_RECEIVED_STAT
2819,COST1U1B2INT0,EXPNS,"Initial Interview, Unfurnished, 2 Bedrms, Cost #1",Amount of total expenses,22.99%,27.04%,0.00%,EXPS_TOT_VAL
2820,COST8U1B0INT0,B_EMPTRAIN_HRS,"Initial Interview, Unfurnished, 0 Bedrms, Cost #8",Average number of hours of training that employees at this business received,22.99%,27.05%,0.00%,EMP_TRAIN_HRS_AVG
2821,COST6U4B2INT4,CPSTR,"Fourth Interview, Condo, 2 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,22.98%,27.03%,0.00%,CAPEX_RSRCH_BUILD_VAL
2822,COST2U4B3INT3,CPSTR,"Third Interview, Condo, 3 Bedrms, Cost #2",Total capital expenditures for research operations that went towards buildings and land improvement,22.98%,27.03%,0.00%,CAPEX_RSRCH_BUILD_VAL
2823,COST3U4B1INT3,CPSTR,"Third Interview, Condo, 1 Bedrms, Cost #3",Total capital expenditures for research operations that went towards buildings and land improvement,22.97%,27.02%,0.00%,CAPEX_RSRCH_BUILD_VAL
2824,INC_POOL,O1_VET_DISABLED,Is Swimming Pool included in the rent/condo fee?,Yes/No if the first owner is disabled as a result of military service,22.95%,27.00%,0.00%,OWNER_VET_DISABLED_STAT
2825,COST7U4B1INT0,CPSTR,"Initial Interview, Condo, 1 Bedrms, Cost #7",Total capital expenditures for research operations that went towards buildings and land improvement,22.95%,27.00%,0.00%,CAPEX_RSRCH_BUILD_VAL
2826,COST5U4B1INT0,EXPNS,"Initial Interview, Condo, 1 Bedrms, Cost #5",Amount of total expenses,22.94%,26.99%,0.00%,EXPS_TOT_VAL
2827,COST5U4B1INT4,B_WORKHOME_PCT_FIVE ,"Fourth Interview, Condo, 1 Bedrms, Cost #5",Percent of workers that worked from home five or more days per weTotal percent entered from work from home questionsek,22.93%,26.98%,0.00%,WORK_HOME_FIVE_PCT
2828,RCPT_MOTR_HAZRD_STAT,AIQUALC,Analysis of Motor Carrier Operations: Hazmat status,What extent did this company use artificial intelligence (including machine learning algorithms in software applications) to support equipment maintenance                                                       ,22.93%,26.98%,0.00%,AI_QUAL_CTRL_CODE
2829,COLLECTION_RANK_TXT,DFONP,COLLECTION rank identifies case groups for TFU treatments,Amount of domestic research funds that came from foundations and all other nonprofits,22.92%,26.96%,0.00%,EXPS_RSRCH_DONOR_DOM_VAL
2830,COST1U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #1",Total amount of credit that was requested and received ,22.92%,26.96%,0.00%,CREDIT_AMT_RECEIVED_STAT
2831,COST4U1B2INT2,B_CRDAMT,"Second Interview, Unfurnished, 2 Bedrms, Cost #4",Total amount of credit that was requested and received ,22.92%,26.96%,0.00%,CREDIT_AMT_RECEIVED_STAT
2832,COST9U4B2INT3,CPSTR,"Third Interview, Condo, 2 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,22.91%,26.96%,0.00%,CAPEX_RSRCH_BUILD_VAL
2833,COST6U1B2INT1,B_DESIGNOUT ,"First Interview, Unfurnished, 2 Bedrms, Cost #6",Yes/No if business provided design for goods that were contracted out,22.90%,26.94%,0.00%,MAN_DESIGNOUT_STAT
2834,COST10U1B2INT1,B_CRDAMT,"First Interview, Unfurnished, 2 Bedrms, Cost #10",Total amount of credit that was requested and received ,22.88%,26.92%,0.00%,CREDIT_AMT_RECEIVED_STAT
2835,PBA_2022_CENSUS,RESP_REMARKS,Final selected PBA code/variation for the respondent within the 2022 EC,Remarks about reported data,22.87%,26.91%,0.00%,REMARKS_WRTIN_TXT
2836,COST6U1B3INT2,B_CRDAMT,"Second Interview, Unfurnished, 3 Bedrms, Cost #6",Total amount of credit that was requested and received ,22.87%,26.90%,0.00%,CREDIT_AMT_RECEIVED_STAT
2837,COST7U1B2INT1,B_CRDAMT,"First Interview, Unfurnished, 2 Bedrms, Cost #7",Total amount of credit that was requested and received ,22.87%,26.91%,0.00%,CREDIT_AMT_RECEIVED_STAT
2838,COST2U1B3INT2,B_CRDAMT,"Second Interview, Unfurnished, 3 Bedrms, Cost #2",Total amount of credit that was requested and received ,22.86%,26.90%,0.00%,CREDIT_AMT_RECEIVED_STAT
2839,COST10U4B1INT2,"
RESP_TITLE   ","Second Interview, Condo, 1 Bedrms, Cost #10",Contact Information: Title,22.85%,26.88%,0.00%,CERT_TITLE_TXT
2840,COST9U1B3INT2,B_CRDAMT,"Second Interview, Unfurnished, 3 Bedrms, Cost #9",Total amount of credit that was requested and received ,22.84%,26.87%,0.00%,CREDIT_AMT_RECEIVED_STAT
2841,COST6U4B3INT2,CPSTR,"Second Interview, Condo, 3 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,22.83%,26.86%,0.00%,CAPEX_RSRCH_BUILD_VAL
2842,COST2U1B0INT3,B_CRDAMT,"Third Interview, Unfurnished, 0 Bedrms, Cost #2",Total amount of credit that was requested and received ,22.82%,26.85%,0.00%,CREDIT_AMT_RECEIVED_STAT
2843,COST11U4B0INT0,CPSTR,"Initial Interview, Condo, 0 Bedrms, Cost #11",Total capital expenditures for research operations that went towards buildings and land improvement,22.82%,26.85%,0.00%,CAPEX_RSRCH_BUILD_VAL
2844,COST7U4B1INT4,"
RESP_TITLE   ","Fourth Interview, Condo, 1 Bedrms, Cost #7",Contact Information: Title,22.82%,26.85%,0.00%,CERT_TITLE_TXT
2845,COST10U1B1INT2,B_CRDAMT,"Second Interview, Unfurnished, 1 Bedrms, Cost #10",Total amount of credit that was requested and received ,22.81%,26.84%,0.00%,CREDIT_AMT_RECEIVED_STAT
2846,COST3U4B2INT3,CPSTR,"Third Interview, Condo, 2 Bedrms, Cost #3",Total capital expenditures for research operations that went towards buildings and land improvement,22.81%,26.84%,0.00%,CAPEX_RSRCH_BUILD_VAL
2847,COST6U4B1INT2,CPSTR,"Second Interview, Condo, 1 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,22.81%,26.83%,0.00%,CAPEX_RSRCH_BUILD_VAL
2848,NAPCS_SS_FACTOR,SUBCT,Sub sample factor for Napcs weighting,Amount of funding provided to others for research subcontracts or subawards,22.80%,26.83%,0.00%,EXPS_PROV_SUBCONTRACT_VAL
2849,TRAILER_WD_NUM,B_COOP,"Inventories:_x000D_
Trailers with drivers","Suppliers of equipment, materials, components, or software outside your business group ",22.79%,26.81%,0.00%,COOP_PARTNER_LOC_CHKBOX
2850,COST1U4B1INT1,EXPNS,"First Interview, Condo, 1 Bedrms, Cost #1",Amount of total expenses,22.78%,26.80%,0.00%,EXPS_TOT_VAL
2851,COST10U1B0INT2,B_CRDAMT,"Second Interview, Unfurnished, 0 Bedrms, Cost #10",Total amount of credit that was requested and received ,22.78%,26.80%,0.00%,CREDIT_AMT_RECEIVED_STAT
2852,COST2U4B2INT2,EXPNS,"Second Interview, Condo, 2 Bedrms, Cost #2",Amount of total expenses,22.78%,26.80%,0.00%,EXPS_TOT_VAL
2853,COST4U4B0INT3,O4_PCT_OWNED ,"Third Interview, Condo, 0 Bedrms, Cost #4",Percent owned by fourth owner,22.77%,26.79%,0.00%,OWNER4_PCT
2854,COST8U1B0INT3,B_CRDAMT,"Third Interview, Unfurnished, 0 Bedrms, Cost #8",Total amount of credit that was requested and received ,22.73%,26.74%,0.00%,CREDIT_AMT_RECEIVED_STAT
2855,COST1U4B1INT4,EXPNS,"Fourth Interview, Condo, 1 Bedrms, Cost #1",Amount of total expenses,22.71%,26.72%,0.00%,EXPS_TOT_VAL
2856,COST7U1B0INT4,B_EMPNUM_UNPAID,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #7",Number of individuals who did work for the business but were unpaid,22.71%,26.72%,0.00%,EMP_UNPAID_NUM
2857,SPLITTER_ID,O2_NAME_TITLE,SURVUNIT_ID of SU record reporting splitter locations.,Name of second owner,22.70%,26.71%,0.00%,OWNER2_NAME
2858,COST9U4B2INT1,EXPNS,"First Interview, Condo, 2 Bedrms, Cost #9",Amount of total expenses,22.69%,26.70%,0.00%,EXPS_TOT_VAL
2859,COST12U4B0INT2,CPSTR,"Second Interview, Condo, 0 Bedrms, Cost #12",Total capital expenditures for research operations that went towards buildings and land improvement,22.69%,26.69%,0.00%,CAPEX_RSRCH_BUILD_VAL
2860,COST10U1B0INT0,B_CRDAMT,"Initial Interview, Unfurnished, 0 Bedrms, Cost #10",Total amount of credit that was requested and received ,22.69%,26.70%,0.00%,CREDIT_AMT_RECEIVED_STAT
2861,COST3U1B0INT3,B_CRDAMT,"Third Interview, Unfurnished, 0 Bedrms, Cost #3",Total amount of credit that was requested and received ,22.69%,26.70%,0.00%,CREDIT_AMT_RECEIVED_STAT
2862,COST5U1B3INT1,EXPNS,"First Interview, Unfurnished, 3 Bedrms, Cost #5",Amount of total expenses,22.68%,26.69%,0.00%,EXPS_TOT_VAL
2863,COST9U1B0INT4,B_EMPTRAIN_HRS,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #9",Average number of hours of training that employees at this business received,22.68%,26.68%,0.00%,EMP_TRAIN_HRS_AVG
2864,COST8U4B0INT0,CPSTR,"Initial Interview, Condo, 0 Bedrms, Cost #8",Total capital expenditures for research operations that went towards buildings and land improvement,22.67%,26.67%,0.00%,CAPEX_RSRCH_BUILD_VAL
2865,COST6U4B2INT2,CPSTR,"Second Interview, Condo, 2 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,22.67%,26.67%,0.00%,CAPEX_RSRCH_BUILD_VAL
2866,COST9U4B1INT1,EXPNS,"First Interview, Condo, 1 Bedrms, Cost #9",Amount of total expenses,22.66%,26.66%,0.00%,EXPS_TOT_VAL
2867,COST10U4B2INT1,EXPNS,"First Interview, Condo, 2 Bedrms, Cost #10",Amount of total expenses,22.65%,26.65%,0.00%,EXPS_TOT_VAL
2868,COST7U1B2INT2,B_CRDAMT,"Second Interview, Unfurnished, 2 Bedrms, Cost #7",Total amount of credit that was requested and received ,22.63%,26.62%,0.00%,CREDIT_AMT_RECEIVED_STAT
2869,COST4U1B0INT3,B_CRDAMT,"Third Interview, Unfurnished, 0 Bedrms, Cost #4",Total amount of credit that was requested and received ,22.62%,26.61%,0.00%,CREDIT_AMT_RECEIVED_STAT
2870,COST7U4B2INT0,CPSTR,"Initial Interview, Condo, 2 Bedrms, Cost #7",Total capital expenditures for research operations that went towards buildings and land improvement,22.62%,26.62%,0.00%,CAPEX_RSRCH_BUILD_VAL
2871,COST7U1B0INT3,B_CRDAMT,"Third Interview, Unfurnished, 0 Bedrms, Cost #7",Total amount of credit that was requested and received ,22.62%,26.62%,0.00%,CREDIT_AMT_RECEIVED_STAT
2872,COST2U1B0INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #2",Total amount of credit that was requested and received ,22.61%,26.60%,0.00%,CREDIT_AMT_RECEIVED_STAT
2873,COST9U4B0INT4,CPSTR,"Fourth Interview, Condo, 0 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,22.60%,26.59%,0.00%,CAPEX_RSRCH_BUILD_VAL
2874,COST7U1B1INT2,B_CRDAMT,"Second Interview, Unfurnished, 1 Bedrms, Cost #7",Total amount of credit that was requested and received ,22.59%,26.58%,0.00%,CREDIT_AMT_RECEIVED_STAT
2875,COST9U1B2INT2,B_CRDAMT,"Second Interview, Unfurnished, 2 Bedrms, Cost #9",Total amount of credit that was requested and received ,22.59%,26.57%,0.00%,CREDIT_AMT_RECEIVED_STAT
2876,COST10U4B1INT1,"
RESP_TITLE   ","First Interview, Condo, 1 Bedrms, Cost #10",Contact Information: Title,22.58%,26.56%,0.00%,CERT_TITLE_TXT
2877,RCPT_MOTR_STONE_PCT,B_IMPROCESS_LOG ,"Analysis of Motor Carrier Operations: Stone, non-metallic minerals, and metallic ores","Whether the business introduced new or improved methods for logistics, delivery or distribution methods",22.58%,26.57%,0.00%,IMPROCESS_LOG_STAT 
2878,COST10U4B3INT4,"
RESP_TITLE   ","Fourth Interview, Condo, 3 Bedrms, Cost #10",Contact Information: Title,22.58%,26.57%,0.00%,CERT_TITLE_TXT
2879,COST6U4B0INT4,CPSTR,"Fourth Interview, Condo, 0 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,22.58%,26.57%,0.00%,CAPEX_RSRCH_BUILD_VAL
2880,COST6U1B1INT1,B_EMPTRAIN_HRS,"First Interview, Unfurnished, 1 Bedrms, Cost #6",Average number of hours of training that employees at this business received,22.58%,26.57%,0.00%,EMP_TRAIN_HRS_AVG
2881,COST6U1B1INT2,B_CRDAMT,"Second Interview, Unfurnished, 1 Bedrms, Cost #6",Total amount of credit that was requested and received ,22.58%,26.57%,0.00%,CREDIT_AMT_RECEIVED_STAT
2882,COST3U1B0INT2,B_CRDAMT,"Second Interview, Unfurnished, 0 Bedrms, Cost #3",Total amount of credit that was requested and received ,22.57%,26.55%,0.00%,CREDIT_AMT_RECEIVED_STAT
2883,COST6U1B2INT2,B_CRDAMT,"Second Interview, Unfurnished, 2 Bedrms, Cost #6",Total amount of credit that was requested and received ,22.56%,26.55%,0.00%,CREDIT_AMT_RECEIVED_STAT
2884,COST8U4B0INT3,CPSTR,"Third Interview, Condo, 0 Bedrms, Cost #8",Total capital expenditures for research operations that went towards buildings and land improvement,22.55%,26.53%,0.00%,CAPEX_RSRCH_BUILD_VAL
2885,COST5U1B0INT3,B_CRDAMT,"Third Interview, Unfurnished, 0 Bedrms, Cost #5",Total amount of credit that was requested and received ,22.55%,26.53%,0.00%,CREDIT_AMT_RECEIVED_STAT
2886,SOMA_START,B_PROMOTE_PERF,Interview start screen.,Primary method that employees are promoted at this business,22.54%,26.51%,0.00%,PROMOTION_METHOD_CODE
2887,COST7U4B3INT2,CPSTR,"Second Interview, Condo, 3 Bedrms, Cost #7",Total capital expenditures for research operations that went towards buildings and land improvement,22.53%,26.51%,0.00%,CAPEX_RSRCH_BUILD_VAL
2888,COST11U4B0INT3,CPSTR,"Third Interview, Condo, 0 Bedrms, Cost #11",Total capital expenditures for research operations that went towards buildings and land improvement,22.53%,26.51%,0.00%,CAPEX_RSRCH_BUILD_VAL
2889,COST6U1B0INT3,B_CRDAMT,"Third Interview, Unfurnished, 0 Bedrms, Cost #6",Total amount of credit that was requested and received ,22.52%,26.50%,0.00%,CREDIT_AMT_RECEIVED_STAT
2890,COST9U1B1INT2,B_CRDAMT,"Second Interview, Unfurnished, 1 Bedrms, Cost #9",Total amount of credit that was requested and received ,22.52%,26.50%,0.00%,CREDIT_AMT_RECEIVED_STAT
2891,COST9U4B0INT0,CPSTR,"Initial Interview, Condo, 0 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,22.51%,26.48%,0.00%,CAPEX_RSRCH_BUILD_VAL
2892,COST7U4B1INT2,CPSTR,"Second Interview, Condo, 1 Bedrms, Cost #7",Total capital expenditures for research operations that went towards buildings and land improvement,22.49%,26.46%,0.00%,CAPEX_RSRCH_BUILD_VAL
2893,CLOSE_NO_UNITS,B_COLLABG_ENGAGED,Stop screen for Back of interview if all units are transient/subsidized,Yes/No if business exchanged personnel with federal laboratories,22.49%,26.46%,0.00%,COLLABG_ENGAGED_STAT
2894,COST6U1B0INT0,B_UNDERPERFORM,"Initial Interview, Unfurnished, 0 Bedrms, Cost #6",Whether an underperforming employee was reassigned or dismissed by this business,22.48%,26.45%,0.00%,EMP_UNDERPERFORM_CODE
2895,COST5U4B3INT1,EXPNS,"First Interview, Condo, 3 Bedrms, Cost #5",Amount of total expenses,22.48%,26.45%,0.00%,EXPS_TOT_VAL
2896,COLLECTION_PRIORITY_TXT,O1_OWNER_DISABLE,COLLECTION priority identifies if the case is selected for TFU,Disability status of the first owner,22.48%,26.45%,0.00%,OWNER_DISABILITY_CODE
2897,COST6U4B2INT3,CPSTR,"Third Interview, Condo, 2 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,22.48%,26.44%,0.00%,CAPEX_RSRCH_BUILD_VAL
2898,COST2U4B0INT0,EXPNS,"Initial Interview, Condo, 0 Bedrms, Cost #2",Amount of total expenses,22.47%,26.43%,0.00%,EXPS_TOT_VAL
