,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Cosine Score,Jaccard Score
2503,COST2U3B3INT1,00083,"First Interview, Coop, 3 Bedrms, Cost #2",EI for addition 3,21.80%,25.64%,0.00%
2504,COST5U3B3INT0,00105,"Initial Interview, Coop, 3 Bedrms, Cost #5",Interest Expense,21.79%,25.63%,0.00%
2505,COST5U3B2INT3,00083,"Third Interview, Coop, 2 Bedrms, Cost #5",EI for addition 3,21.79%,25.64%,0.00%
2506,COST9U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #9",Interest Expense,21.79%,25.64%,0.00%
2507,COST11U1B2INT4,CB119,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #11",cb 119 for general imp,21.78%,25.62%,0.00%
2508,COST12U2B3INT4,00105,"Fourth Interview, Furnished, 3 Bedrms, Cost #12",Interest Expense,21.78%,25.62%,0.00%
2509,COST5U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #5",Interest Expense,21.78%,25.63%,0.00%
2510,COST5U3B2INT2,00082,"Second Interview, Coop, 2 Bedrms, Cost #5",EI for addition 2,21.78%,25.62%,0.00%
2511,PHYSLOC_ADDR_CITY_TXT,00207,Physical location City,State and Local Government Securities,21.77%,25.61%,0.00%
2512,PHYSLOC_ADDR_CITY,00207,Physical Location City,State and Local Government Securities,21.77%,25.61%,0.00%
2513,COST7U4B1INT2,00105,"Second Interview, Condo, 1 Bedrms, Cost #7",Interest Expense,21.77%,25.61%,0.00%
2514,COST5U2B1INT4,00084,"Fourth Interview, Furnished, 1 Bedrms, Cost #5",EI for addition 4,21.76%,25.60%,0.00%
2515,COST4U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #4",Interest Expense,21.76%,25.60%,0.00%
2516,COST4U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #4",Interest Expense,21.76%,25.60%,0.00%
2517,COST5U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #5",Interest Expense,21.76%,25.60%,0.00%
2518,COST6U2B1INT1,00105,"First Interview, Furnished, 1 Bedrms, Cost #6",Interest Expense,21.76%,25.60%,0.00%
2519,COST9U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #9",Interest Expense,21.75%,25.59%,0.00%
2520,COST12U1B2INT2,CB119,"Second Interview, Unfurnished, 2 Bedrms, Cost #12",cb 119 for general imp,21.74%,25.57%,0.00%
2521,COST1U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #1",Interest Expense,21.72%,25.55%,0.00%
2522,COST3U3B2INT0,00083,"Initial Interview, Coop, 2 Bedrms, Cost #3",EI for addition 3,21.72%,25.56%,0.00%
2523,COST1U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #1",Interest Expense,21.72%,25.55%,0.00%
2524,PAY_ROLL_TIN,00217,"Steel Mill Department Wages, Tinmills",Land and Mineral Rights,21.72%,25.55%,0.00%
2525,COST9U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #9",Interest Expense,21.71%,25.54%,0.00%
2526,COST1U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #1",Interest Expense,21.71%,25.54%,0.00%
2527,COST8U3B0INT0,00105,"Initial Interview, Coop, 0 Bedrms, Cost #8",Interest Expense,21.71%,25.54%,0.00%
2528,EMP_MAR12_SECURBLDG,00207,"Employment By Occupation, Security, including security patrol, locksmith, monitoring, and investigation; and building services, including janitorial, carpet cleaning, pest control, and landscaping",State and Local Government Securities,21.70%,25.53%,0.00%
2529,COST11U1B1INT3,CB119,"Third Interview, Unfurnished, 1 Bedrms, Cost #11",cb 119 for general imp,21.70%,25.52%,0.00%
2530,COST2U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #2",Interest Expense,21.70%,25.53%,0.00%
2531,COST11U1B3INT4,00105,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #11",Interest Expense,21.69%,25.52%,0.00%
2532,COST3U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #3",Interest Expense,21.68%,25.50%,0.00%
2533,COST4U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #4",Interest Expense,21.68%,25.51%,0.00%
2534,COST9U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #9",Interest Expense,21.68%,25.50%,0.00%
2535,COST10U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #10",Interest Expense,21.68%,25.51%,0.00%
2536,HOURS_ELEC,00001,"Steel Mill Department Worker Hours,  Electric arc furnaces",Is this your company's industry - yes/no,21.67%,25.50%,0.00%
2537,CLNC_USE_E_PRESC,00214,"Retail Health Clinics - Services Utilized, ePrescribing - With ePrescribing or electronic prescribing, a physician enters information about drugs a patient needs into a computer, and sends this electronic prescription to the patient’s pharmacy for filling.",Inventories,21.67%,25.49%,0.00%
2538,COST3U3B2INT1,00083,"First Interview, Coop, 2 Bedrms, Cost #3",EI for addition 3,21.66%,25.48%,0.00%
2539,COST5U3B1INT2,NDNET,"Second Interview, Coop, 1 Bedrms, Cost #5",1 - Increased a lot,21.66%,25.48%,0.00%
2540,COST7U1B0INT4,00084,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #7",EI for addition 4,21.65%,25.47%,0.00%
2541,COST8U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #8",Interest Expense,21.65%,25.47%,0.00%
2542,COST1U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #1",Interest Expense,21.64%,25.46%,0.00%
2543,COST10U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #10",Interest Expense,21.64%,25.46%,0.00%
2544,COST4U1B0INT2,00084,"Second Interview, Unfurnished, 0 Bedrms, Cost #4",EI for addition 4,21.64%,25.46%,0.00%
2545,COST2U3B1INT1,00105,"First Interview, Coop, 1 Bedrms, Cost #2",Interest Expense,21.64%,25.46%,0.00%
2546,COST6U4B1INT1,00105,"First Interview, Condo, 1 Bedrms, Cost #6",Interest Expense,21.64%,25.46%,0.00%
2547,BUS_TECH_SER_ROB_LSD,00214,Leased/rented,Inventories,21.63%,25.44%,0.00%
2548,PAY_FORGE,00104,"Steel Mill Department Wages, Forging (presses, hammers, or upsetter), excluding manufacture of nuts, bolts, etc.",Income (loss) from Operation,21.63%,25.45%,0.00%
2549,COST10U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #10",Interest Expense,21.62%,25.44%,0.00%
2550,COST3U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #3",Interest Expense,21.62%,25.43%,0.00%
2551,COST1U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #1",Interest Expense,21.61%,25.43%,0.00%
2552,COST7U3B2INT0,00105,"Initial Interview, Coop, 2 Bedrms, Cost #7",Interest Expense,21.61%,25.42%,0.00%
2553,COST9U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #9",Interest Expense,21.61%,25.43%,0.00%
2554,COST3U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #3",Interest Expense,21.61%,25.42%,0.00%
2555,COST3U2B3INT3,00083,"Third Interview, Furnished, 3 Bedrms, Cost #3",EI for addition 3,21.59%,25.40%,0.00%
2556,COST1U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #1",Interest Expense,21.59%,25.41%,0.00%
2557,COST4U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #4",Interest Expense,21.58%,25.39%,0.00%
2558,COST4U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #4",Interest Expense,21.57%,25.38%,0.00%
2559,COST7U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #7",Interest Expense,21.57%,25.37%,0.00%
2560,COST9U1B3INT3,00083,"Third Interview, Unfurnished, 3 Bedrms, Cost #9",EI for addition 3,21.57%,25.37%,0.00%
2561,COST6U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #6",Interest Expense,21.56%,25.36%,0.00%
2562,COST1U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #1",Interest Expense,21.56%,25.36%,0.00%
2563,COST7U3B3INT1,00105,"First Interview, Coop, 3 Bedrms, Cost #7",Interest Expense,21.56%,25.37%,0.00%
2564,COST10U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #10",Interest Expense,21.56%,25.36%,0.00%
2565,COST7U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #7",Interest Expense,21.56%,25.36%,0.00%
2566,COST12U2B1INT1,00105,"First Interview, Furnished, 1 Bedrms, Cost #12",Interest Expense,21.56%,25.37%,0.00%
2567,EMP_GALV,00216,"Selected MetalWorking Employment,  Galvanizing and other hot dip coating of fabricated articles",Plant and Equipment,21.56%,25.36%,0.00%
2568,COST12U4B1INT3,00105,"Third Interview, Condo, 1 Bedrms, Cost #12",Interest Expense,21.55%,25.36%,0.00%
2569,COST1U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #1",Interest Expense,21.55%,25.35%,0.00%
2570,COST2U4B0INT4,00105,"Fourth Interview, Condo, 0 Bedrms, Cost #2",Interest Expense,21.54%,25.34%,0.00%
2571,COST1U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #1",Interest Expense,21.54%,25.35%,0.00%
2572,COST10U1B0INT4,00105,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #10",Interest Expense,21.51%,25.30%,0.00%
2573,COST12U2B1INT4,00105,"Fourth Interview, Furnished, 1 Bedrms, Cost #12",Interest Expense,21.51%,25.31%,0.00%
2574,COST1U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #1",Interest Expense,21.50%,25.29%,0.00%
2575,COST9U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #9",Interest Expense,21.50%,25.30%,0.00%
2576,COST6U3B1INT1,00105,"First Interview, Coop, 1 Bedrms, Cost #6",Interest Expense,21.50%,25.29%,0.00%
2577,COST5U4B1INT3,00105,"Third Interview, Condo, 1 Bedrms, Cost #5",Interest Expense,21.49%,25.29%,0.00%
2578,COST4U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #4",Interest Expense,21.49%,25.28%,0.00%
2579,COST10U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #10",Interest Expense,21.49%,25.29%,0.00%
2580,COST11U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #11",Interest Expense,21.49%,25.29%,0.00%
2581,COST2U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #2",Interest Expense,21.48%,25.27%,0.00%
2582,COST3U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #3",Interest Expense,21.47%,25.26%,0.00%
2583,COST10U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #10",Interest Expense,21.47%,25.26%,0.00%
2584,COST10U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #10",Interest Expense,21.47%,25.25%,0.00%
2585,COST6U4B3INT4,00084,"Fourth Interview, Condo, 3 Bedrms, Cost #6",EI for addition 4,21.46%,25.25%,0.00%
2586,COST5U3B1INT1,00105,"First Interview, Coop, 1 Bedrms, Cost #5",Interest Expense,21.46%,25.25%,0.00%
2587,COST2U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #2",Interest Expense,21.46%,25.24%,0.00%
2588,COST1U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #1",Interest Expense,21.46%,25.25%,0.00%
2589,COST12U1B3INT2,CB119,"Second Interview, Unfurnished, 3 Bedrms, Cost #12",cb 119 for general imp,21.46%,25.25%,0.00%
2590,COST2U3B2INT0,00082,"Initial Interview, Coop, 2 Bedrms, Cost #2",EI for addition 2,21.45%,25.24%,0.00%
2591,COST7U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #7",Interest Expense,21.45%,25.23%,0.00%
2592,COST5U1B3INT4,00084,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #5",EI for addition 4,21.44%,25.22%,0.00%
2593,COST6U4B2INT4,00084,"Fourth Interview, Condo, 2 Bedrms, Cost #6",EI for addition 4,21.44%,25.23%,0.00%
2594,COST1U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #1",Interest Expense,21.43%,25.22%,0.00%
2595,COST6U4B1INT4,00084,"Fourth Interview, Condo, 1 Bedrms, Cost #6",EI for addition 4,21.42%,25.20%,0.00%
2596,COST1U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #1",Interest Expense,21.42%,25.20%,0.00%
2597,COST12U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #12",Interest Expense,21.41%,25.19%,0.00%
2598,COST10U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #10",Interest Expense,21.41%,25.19%,0.00%
2599,COST2U4B1INT3,00105,"Third Interview, Condo, 1 Bedrms, Cost #2",Interest Expense,21.39%,25.16%,0.00%
2600,COST12U2B2INT1,00105,"First Interview, Furnished, 2 Bedrms, Cost #12",Interest Expense,21.39%,25.16%,0.00%
2601,COST9U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #9",Interest Expense,21.38%,25.15%,0.00%
2602,COST11U1B1INT2,CB119,"Second Interview, Unfurnished, 1 Bedrms, Cost #11",cb 119 for general imp,21.37%,25.14%,0.00%
2603,COST1U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #1",Interest Expense,21.37%,25.15%,0.00%
2604,COST9U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #9",Interest Expense,21.37%,25.14%,0.00%
2605,COST5U3B3INT2,00083,"Second Interview, Coop, 3 Bedrms, Cost #5",EI for addition 3,21.36%,25.13%,0.00%
2606,COST12U4B3INT4,00105,"Fourth Interview, Condo, 3 Bedrms, Cost #12",Interest Expense,21.36%,25.13%,0.00%
2607,SOMA_NONINTERVIEW,00110,Noninterview Type,Nonoperating expenses and income,21.36%,25.13%,0.00%
2608,COST8U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #8",Interest Expense,21.36%,25.13%,0.00%
2609,COST4U3B2INT1,00105,"First Interview, Coop, 2 Bedrms, Cost #4",Interest Expense,21.35%,25.12%,0.00%
2610,COST4U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #4",Interest Expense,21.35%,25.11%,0.00%
2611,COST3U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #3",Interest Expense,21.34%,25.10%,0.00%
2612,COST3U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #3",Interest Expense,21.34%,25.11%,0.00%
2613,COST11U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #11",Interest Expense,21.33%,25.09%,0.00%
2614,COST2U4B2INT4,00084,"Fourth Interview, Condo, 2 Bedrms, Cost #2",EI for addition 4,21.33%,25.09%,0.00%
2615,COST6U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #6",Interest Expense,21.33%,25.09%,0.00%
2616,COST1U3B0INT0,00105,"Initial Interview, Coop, 0 Bedrms, Cost #1",Interest Expense,21.32%,25.08%,0.00%
2617,COST5U4B1INT2,00105,"Second Interview, Condo, 1 Bedrms, Cost #5",Interest Expense,21.32%,25.08%,0.00%
2618,COST12U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #12",Interest Expense,21.31%,25.07%,0.00%
2619,COST7U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #7",Interest Expense,21.30%,25.06%,0.00%
2620,COST11U1B2INT3,CB119,"Third Interview, Unfurnished, 2 Bedrms, Cost #11",cb 119 for general imp,21.30%,25.06%,0.00%
2621,COST5U1B2INT4,00084,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #5",EI for addition 4,21.29%,25.04%,0.00%
2622,COST4U1B0INT3,00084,"Third Interview, Unfurnished, 0 Bedrms, Cost #4",EI for addition 4,21.29%,25.05%,0.00%
2623,COST10U3B2INT1,00105,"First Interview, Coop, 2 Bedrms, Cost #10",Interest Expense,21.29%,25.05%,0.00%
2624,COST1U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #1",Interest Expense,21.29%,25.05%,0.00%
2625,COST12U4B1INT2,00105,"Second Interview, Condo, 1 Bedrms, Cost #12",Interest Expense,21.29%,25.04%,0.00%
2626,COST12U1B0INT2,CB119,"Second Interview, Unfurnished, 0 Bedrms, Cost #12",cb 119 for general imp,21.28%,25.04%,0.00%
2627,COST2U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #2",Interest Expense,21.27%,25.02%,0.00%
2628,COST10U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #10",Interest Expense,21.27%,25.02%,0.00%
2629,COST5U2B2INT1,00105,"First Interview, Furnished, 2 Bedrms, Cost #5",Interest Expense,21.27%,25.03%,0.00%
2630,COST11U1B3INT3,CB119,"Third Interview, Unfurnished, 3 Bedrms, Cost #11",cb 119 for general imp,21.27%,25.02%,0.00%
2631,COST6U2B2INT1,00105,"First Interview, Furnished, 2 Bedrms, Cost #6",Interest Expense,21.26%,25.01%,0.00%
2632,COST3U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #3",Interest Expense,21.26%,25.02%,0.00%
2633,EMP_MAR12_DENTIST,0122D,"Employment By Occupation, Dentists - having D.M.D., D.D.S., or D.D.Sc. degree and other dental practitioners_x000D_
(Include hygienists, assistants, and others performing or assisting with dental procedures.)",Census Use Only -- ADJ,21.26%,25.01%,0.00%
2634,COST2U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #2",Interest Expense,21.25%,25.00%,0.00%
2635,SUBSAMP_IND_TXT,00216,Driver for Coellection of 4 Core items only on instrument,Plant and Equipment,21.24%,24.98%,0.00%
2636,COST6U3B3INT1,00083,"First Interview, Coop, 3 Bedrms, Cost #6",EI for addition 3,21.24%,24.99%,0.00%
2637,COST9U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #9",Interest Expense,21.24%,24.98%,0.00%
2638,AGENTEXTN,00022,Agent phone extension,Employer Identification Number,21.22%,24.97%,0.00%
2639,COST8U3B3INT1,00105,"First Interview, Coop, 3 Bedrms, Cost #8",Interest Expense,21.22%,24.96%,0.00%
2640,HOURS_MINEWRK,00217,Worker hours at mine or pit,Land and Mineral Rights,21.22%,24.96%,0.00%
2641,COST4U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #4",Interest Expense,21.21%,24.95%,0.00%
2642,COST5U3B2INT0,00216,"Initial Interview, Coop, 2 Bedrms, Cost #5",Plant and Equipment,21.20%,24.94%,0.00%
2643,COST8U3B2INT1,00321,"First Interview, Coop, 2 Bedrms, Cost #8",Capital Stock and Other Capital,21.20%,24.94%,0.00%
2644,COST10U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #10",Interest Expense,21.20%,24.94%,0.00%
2645,COST7U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #7",Interest Expense,21.19%,24.93%,0.00%
2646,COST1U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #1",Interest Expense,21.19%,24.92%,0.00%
2647,COST7U1B3INT4,00084,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #7",EI for addition 4,21.19%,24.93%,0.00%
2648,COST2U3B2INT1,00082,"First Interview, Coop, 2 Bedrms, Cost #2",EI for addition 2,21.19%,24.93%,0.00%
2649,COST1U3B2INT1,00105,"First Interview, Coop, 2 Bedrms, Cost #1",Interest Expense,21.19%,24.93%,0.00%
2650,COLLECTION_TRADE_TXT,00219,NAICS routing for TFU,NET PPE,21.18%,24.92%,0.00%
2651,COST5U3B0INT0,00105,"Initial Interview, Coop, 0 Bedrms, Cost #5",Interest Expense,21.18%,24.92%,0.00%
2652,COST8U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #8",Interest Expense,21.18%,24.92%,0.00%
2653,COST8U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #8",Interest Expense,21.18%,24.92%,0.00%
2654,COST8U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #8",Interest Expense,21.16%,24.90%,0.00%
2655,COST7U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #7",Interest Expense,21.16%,24.90%,0.00%
2656,COST6U3B0INT0,00105,"Initial Interview, Coop, 0 Bedrms, Cost #6",Interest Expense,21.16%,24.90%,0.00%
2657,COST3U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #3",Interest Expense,21.15%,24.88%,0.00%
2658,COST8U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #8",Interest Expense,21.15%,24.88%,0.00%
2659,COST2U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #2",Interest Expense,21.15%,24.89%,0.00%
2660,COST10U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #10",Interest Expense,21.15%,24.88%,0.00%
2661,COST12U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #12",Interest Expense,21.15%,24.89%,0.00%
2662,COST1U3B2INT0,00105,"Initial Interview, Coop, 2 Bedrms, Cost #1",Interest Expense,21.14%,24.87%,0.00%
2663,COST5U1B1INT4,00084,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #5",EI for addition 4,21.14%,24.87%,0.00%
2664,COST12U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #12",Interest Expense,21.13%,24.86%,0.00%
2665,RESPTYPE,0122D,"Respondent Type  _x000D_
1 = Builder_x000D_
2 = Owner_x000D_
3 = Site Visit_x000D_
4 = Agent",Census Use Only -- ADJ,21.13%,24.86%,0.00%
2666,COST2U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #2",Interest Expense,21.13%,24.86%,0.00%
2667,ADDR_ZIP,00022,Mailing Address ZIP Code,Employer Identification Number,21.12%,24.85%,0.00%
2668,CERT_EMAIL_TXT,00216,Contact Information: E-mail,Plant and Equipment,21.12%,24.85%,0.00%
2669,COST3U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #3",Interest Expense,21.12%,24.85%,0.00%
2670,COST4U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #4",Interest Expense,21.11%,24.83%,0.00%
2671,HANDHELD_DEVICE_YES,00214,Tablet or Handheld Device for Self-Service Table Orders,Inventories,21.10%,24.82%,0.00%
2672,COST7U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #7",Interest Expense,21.10%,24.82%,0.00%
2673,COST8U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #8",Interest Expense,21.10%,24.83%,0.00%
2674,COST4U4B2INT2,00084,"Second Interview, Condo, 2 Bedrms, Cost #4",EI for addition 4,21.10%,24.83%,0.00%
2675,HOURS_BLAST,00216,"Steel Mill Department Worker Hours,  Blast Furnaces",Plant and Equipment,21.09%,24.82%,0.00%
2676,COST8U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #8",Interest Expense,21.09%,24.81%,0.00%
2677,COST7U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #7",Interest Expense,21.09%,24.81%,0.00%
2678,COST12U4B2INT4,00105,"Fourth Interview, Condo, 2 Bedrms, Cost #12",Interest Expense,21.08%,24.80%,0.00%
2679,COST3U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #3",Interest Expense,21.07%,24.79%,0.00%
2680,COST7U4B3INT4,00105,"Fourth Interview, Condo, 3 Bedrms, Cost #7",Interest Expense,21.06%,24.77%,0.00%
2681,COST9U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #9",Interest Expense,21.06%,24.78%,0.00%
2682,COST3U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #3",Interest Expense,21.06%,24.78%,0.00%
2683,CLNC_USE_TELEMED,00214,"Retail Health Clinics - Services Utilized,  Telemedicine - Telemedicine refers to the remote diagnosis, monitoring, and/or treatment of patients by means of telecommunications technology.",Inventories,21.05%,24.77%,0.00%
2684,COST5U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #5",Interest Expense,21.05%,24.76%,0.00%
2685,COST3U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #3",Interest Expense,21.04%,24.76%,0.00%
2686,COST8U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #8",Interest Expense,21.04%,24.75%,0.00%
2687,COST5U4B2INT4,00084,"Fourth Interview, Condo, 2 Bedrms, Cost #5",EI for addition 4,21.03%,24.74%,0.00%
