,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score,Cosine Score,Jaccard Score,result
2600,COST2U1B1INT3,EMPC,"Third Interview, Unfurnished, 1 Bedrms, Cost #2",Number of contract employes working on research activities,26.24%,30.87%,0.00%,EMP_RSRCH_CONTRACT_NUM
2601,COST5U2B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 0 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,26.24%,30.87%,0.00%,EXPS_RD_DOM_MAT_VAL
2602,COST5U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,26.24%,30.87%,0.00%,EXPS_RD_DOM_MAT_VAL
2603,COST10U4B3INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 3 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.24%,30.88%,0.00%,EXPS_RD_DOM_EMP_VAL
2604,COST3U2B1INT4,EMPC,"Fourth Interview, Furnished, 1 Bedrms, Cost #3",Number of contract employes working on research activities,26.24%,30.87%,0.00%,EMP_RSRCH_CONTRACT_NUM
2605,COST7U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,26.23%,30.86%,0.00%,EXPS_RD_DOM_MAT_VAL
2606,COST8U1B2INT4,EMPC,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #8",Number of contract employes working on research activities,26.23%,30.85%,0.00%,EMP_RSRCH_CONTRACT_NUM
2607,COST2U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #2",Number of contract employes working on research activities,26.23%,30.86%,0.00%,EMP_RSRCH_CONTRACT_NUM
2608,COST5U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,26.22%,30.85%,0.00%,EXPS_RD_DOM_MAT_VAL
2609,COST10U4B0INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 0 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.22%,30.84%,0.00%,EXPS_RD_DOM_EMP_VAL
2610,RCPT_C_ST_AL,B_CONTRACTOUT,"Construction Work by State,  Alabama",Yes/No if business contracted out manufacturing tasks,26.22%,30.85%,0.00%,MAN_CONTRACTOUT_STAT
2611,BED1U4,O4_NAME_TITLE,Total 1 bedrooms for Type 4,Name of fourth owner,26.20%,30.82%,0.00%,OWNER4_NAME
2612,DIST_LRN_ONL_LIV_PCT,B_TRAINEXP_TOT,"Modes of Instruction, Online learning with live instructor",Amount spent on formal training programs ,26.20%,30.83%,0.00%,EXPS_TRAIN_VAL
2613,COST9U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,26.20%,30.83%,0.00%,EXPS_RD_DOM_MAT_VAL
2614,RCPT_C_ST_NM,B_CONTRACTOUT_TYPE,"Construction Work by State,  New Mexico",Type of companies that manufacturing was contracted out to ,26.19%,30.82%,0.00%,MAN_CONTRACTOUT_CHKBOX
2615,INV_OUTPR_END,B_SALES_TOT_US,"Inventories,  Stored or en route, OUTSIDE Puerto Rico,  End of Year","Amount of sales, revenue, and grants from domestic operations",26.19%,30.81%,0.00%,SALES_US_TOT_VAL
2616,COST6U2B0INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 0 Bedrms, Cost #6",Amount of domestic R&D costs going to materials and supplies,26.18%,30.80%,0.00%,EXPS_RD_DOM_MAT_VAL
2617,COST12U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,26.18%,30.80%,0.00%,EXPS_RD_DOM_MAT_VAL
2618,ROOM_RENT_RESIDE,B_OPEXPENSE ,"Accomodations,  Number of rooms, units, or quarters primarily rented as residential quarters or units (occupied as one's primary residence)",Total domestic operating expenses,26.17%,30.79%,0.00%,EXPS_TOT_VAL
2619,RCPT_C_ST_NE,EMPC,"Construction Work by State,  Nebraska",Number of contract employes working on research activities,26.17%,30.79%,0.00%,EMP_RSRCH_CONTRACT_NUM
2620,ANYCHANGE,CPSTR,Have there been any changes to the building since previous interview?,Total capital expenditures for research operations that went towards buildings and land improvement,26.16%,30.77%,0.00%,CAPEX_RSRCH_BUILD_VAL
2621,COST1U4B3INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 3 Bedrms, Cost #1","Amount of domestic R&D costs going to salaries, wages, and benefits",26.16%,30.78%,0.00%,EXPS_RD_DOM_EMP_VAL
2622,COST12U2B0INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 0 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,26.16%,30.78%,0.00%,EXPS_RD_DOM_MAT_VAL
2623,SOMA_APPTDATE,WEMP,Appointment Date,Number of employees as of March 12th,26.16%,30.77%,0.00%,EMP_MAR12_NUM
2624,DIST_LRN_ONL_SELF_PCT,B_TRAINEXP_TOT,"Modes of Instruction, Online courses and self-paced study modules",Amount spent on formal training programs ,26.16%,30.78%,0.00%,EXPS_TRAIN_VAL
2625,COST6U2B0INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 0 Bedrms, Cost #6",Amount of domestic R&D costs going to materials and supplies,26.16%,30.78%,0.00%,EXPS_RD_DOM_MAT_VAL
2626,COST8U2B2INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 2 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,26.15%,30.77%,0.00%,EXPS_RD_DOM_MAT_VAL
2627,RCPT_C_ST_AZ,B_CONTRACTOUT_TYPE,"Construction Work by State,  Arizona",Type of companies that manufacturing was contracted out to ,26.15%,30.76%,0.00%,MAN_CONTRACTOUT_CHKBOX
2628,BLDG_TYPE3,B_EXPCOST_BLDG,Third Type of Units in Building,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,26.14%,30.75%,0.00%,CAPEX_RD_OPS_BLDG_VAL
2629,PROD_QTYPRD_RDGRAN_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of rough dimension granite (including gneiss, syenite, and diorite) mined at this mine or pit",Remarks about reported data,26.14%,30.75%,0.00%,REMARKS_WRTIN_TXT
2630,COST8U2B1INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 1 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,26.14%,30.75%,0.00%,EXPS_RD_DOM_MAT_VAL
2631,TRAILER_WOD_NUM,B_COOP,"Inventories:_x000D_
Trailers without drivers","Suppliers of equipment, materials, components, or software outside your business group ",26.14%,30.76%,0.00%,COOP_PARTNER_LOC_CHKBOX
2632,COST1U4B0INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 0 Bedrms, Cost #1","Amount of domestic R&D costs going to salaries, wages, and benefits",26.14%,30.75%,0.00%,EXPS_RD_DOM_EMP_VAL
2633,COST5U2B2INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 2 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,26.13%,30.74%,0.00%,EXPS_RD_DOM_MAT_VAL
2634,COST1U4B2INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 2 Bedrms, Cost #1","Amount of domestic R&D costs going to salaries, wages, and benefits",26.13%,30.75%,0.00%,EXPS_RD_DOM_EMP_VAL
2635,COST10U2B3INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 3 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,26.13%,30.74%,0.00%,EXPS_RD_DOM_MAT_VAL
2636,COST6U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #6",Number of contract employes working on research activities,26.13%,30.75%,0.00%,EMP_RSRCH_CONTRACT_NUM
2637,COST7U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #7",Number of contract employes working on research activities,26.12%,30.74%,0.00%,EMP_RSRCH_CONTRACT_NUM
2638,COST4U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #4",Amount of domestic R&D costs going to materials and supplies,26.11%,30.72%,0.00%,EXPS_RD_DOM_MAT_VAL
2639,COST3U2B2INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 2 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,26.10%,30.70%,0.00%,EXPS_RD_DOM_MAT_VAL
2640,COST8U2B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 0 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,26.09%,30.69%,0.00%,EXPS_RD_DOM_MAT_VAL
2641,COST1U4B2INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 2 Bedrms, Cost #1","Amount of domestic R&D costs going to salaries, wages, and benefits",26.09%,30.70%,0.00%,EXPS_RD_DOM_EMP_VAL
2642,COST10U2B1INT4,EMPC,"Fourth Interview, Furnished, 1 Bedrms, Cost #10",Number of contract employes working on research activities,26.09%,30.70%,0.00%,EMP_RSRCH_CONTRACT_NUM
2643,COST4U2B2INT4,EMPC,"Fourth Interview, Furnished, 2 Bedrms, Cost #4",Number of contract employes working on research activities,26.08%,30.68%,0.00%,EMP_RSRCH_CONTRACT_NUM
2644,CURMCD,B_EMPNUM_RDFTE_TOTAL,Notes from HQ to FR,Full-time equivalent of the R&D employees,26.07%,30.67%,0.00%,EMP_FTE_RD_NUM
2645,COST7U1B1INT3,EMPC,"Third Interview, Unfurnished, 1 Bedrms, Cost #7",Number of contract employes working on research activities,26.07%,30.67%,0.00%,EMP_RSRCH_CONTRACT_NUM
2646,COST9U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #9",Number of contract employes working on research activities,26.07%,30.67%,0.00%,EMP_RSRCH_CONTRACT_NUM
2647,COST10U4B1INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 1 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.06%,30.66%,0.00%,EXPS_RD_DOM_EMP_VAL
2648,COST2U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.06%,30.65%,0.00%,EXPS_RD_DOM_MAT_VAL
2649,COST8U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,26.06%,30.65%,0.00%,EXPS_RD_DOM_MAT_VAL
2650,COST1U2B3INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 3 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,26.05%,30.65%,0.00%,EXPS_RD_DOM_MAT_VAL
2651,COST10U4B2INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 2 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.05%,30.65%,0.00%,EXPS_RD_DOM_EMP_VAL
2652,COST1U2B0INT4,EMPC,"Fourth Interview, Furnished, 0 Bedrms, Cost #1",Number of contract employes working on research activities,26.03%,30.62%,0.00%,EMP_RSRCH_CONTRACT_NUM
2653,COST10U4B2INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 2 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.03%,30.62%,0.00%,EXPS_RD_DOM_EMP_VAL
2654,COST7U2B0INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 0 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,26.03%,30.62%,0.00%,EXPS_RD_DOM_MAT_VAL
2655,COST7U1B0INT4,EMPC,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #7",Number of contract employes working on research activities,26.02%,30.61%,0.00%,EMP_RSRCH_CONTRACT_NUM
2656,COST2U1B0INT4,B_RDCOST_DOM_APPLD,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #2",Domestic R&D performance costs for applied research,26.01%,30.60%,0.00%,EXPS_RD_US_APPLIED_VAL
2657,PROJECT,B_ACTIVITYUFC_ENG ,Project name on Permit,Yes/No if foreign affiliated companies conducted engineering for this business,26.01%,30.60%,0.00%,AFFIL_NONUS_ENGINEER_STAT
2658,COST6U1B1INT3,EMPC,"Third Interview, Unfurnished, 1 Bedrms, Cost #6",Number of contract employes working on research activities,26.01%,30.60%,0.00%,EMP_RSRCH_CONTRACT_NUM
2659,COST9U1B1INT3,EMPC,"Third Interview, Unfurnished, 1 Bedrms, Cost #9",Number of contract employes working on research activities,26.01%,30.60%,0.00%,EMP_RSRCH_CONTRACT_NUM
2660,COST6U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #6",Number of contract employes working on research activities,26.00%,30.59%,0.00%,EMP_RSRCH_CONTRACT_NUM
2661,EXPS_REFUSE_VAL,B_CRDSRC,"Water, Sewer, Refuse Removal, and Other Utility Payments",Other sources of credit not listed,25.99%,30.57%,0.00%,CREDIT_SOURCES_CHKBOX
2662,COST9U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,25.98%,30.56%,0.00%,EXPS_RD_DOM_MAT_VAL
2663,COST8U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,25.97%,30.55%,0.00%,EXPS_RD_DOM_MAT_VAL
2664,COST3U2B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 0 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,25.97%,30.55%,0.00%,EXPS_RD_DOM_MAT_VAL
2665,COST9U2B3INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 3 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,25.97%,30.56%,0.00%,EXPS_RD_DOM_MAT_VAL
2666,COST4U2B3INT4,EMPC,"Fourth Interview, Furnished, 3 Bedrms, Cost #4",Number of contract employes working on research activities,25.96%,30.54%,0.00%,EMP_RSRCH_CONTRACT_NUM
2667,ORE_COPPER_SILVER,B_RDEXP_DOM_MATERIALS,"Quantity of Copper produced,  Silver",Amount of domestic R&D costs going to materials and supplies,25.96%,30.54%,0.00%,EXPS_RD_DOM_MAT_VAL
2668,COST10U4B0INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 0 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",25.96%,30.55%,0.00%,EXPS_RD_DOM_EMP_VAL
2669,COST7U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #7",Number of contract employes working on research activities,25.96%,30.54%,0.00%,EMP_RSRCH_CONTRACT_NUM
2670,BED4U3,O3_NAME_TITLE,Total 3 bedrooms for Type 3,Name of third owner,25.96%,30.54%,0.00%,OWNER3_NAME
2671,COST5U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,25.96%,30.54%,0.00%,EXPS_RD_DOM_MAT_VAL
2672,COST9U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #9",Number of contract employes working on research activities,25.96%,30.55%,0.00%,EMP_RSRCH_CONTRACT_NUM
2673,COST3U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #3",Number of contract employes working on research activities,25.95%,30.53%,0.00%,EMP_RSRCH_CONTRACT_NUM
2674,COST4U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #4",Amount of domestic R&D costs going to materials and supplies,25.95%,30.53%,0.00%,EXPS_RD_DOM_MAT_VAL
2675,COST3U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,25.94%,30.52%,0.00%,EXPS_RD_DOM_MAT_VAL
2676,COST2U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #2",Number of contract employes working on research activities,25.90%,30.47%,0.00%,EMP_RSRCH_CONTRACT_NUM
2677,COST3U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,25.90%,30.47%,0.00%,EXPS_RD_DOM_MAT_VAL
2678,COST1U4B0INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Condo, 0 Bedrms, Cost #1",Domestic R&D performance costs for basic research,25.90%,30.47%,0.00%,EXPS_RD_US_BASIC_VAL
2679,COST9U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,25.89%,30.46%,0.00%,EXPS_RD_DOM_MAT_VAL
2680,COST3U1B2INT3,EMPC,"Third Interview, Unfurnished, 2 Bedrms, Cost #3",Number of contract employes working on research activities,25.88%,30.45%,0.00%,EMP_RSRCH_CONTRACT_NUM
2681,COST9U1B0INT4,EMPC,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #9",Number of contract employes working on research activities,25.88%,30.45%,0.00%,EMP_RSRCH_CONTRACT_NUM
2682,COST2U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #2",Number of contract employes working on research activities,25.87%,30.44%,0.00%,EMP_RSRCH_CONTRACT_NUM
2683,COST7U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #7",Number of contract employes working on research activities,25.87%,30.44%,0.00%,EMP_RSRCH_CONTRACT_NUM
2684,OWNSTAT_OTH_WRTIN,O1_HISP_OTH_WIN,"Other - Describe race, for example, Hmong, Laotian, Thai, Pakistani, Cambodian, etc. write-in description","Another Hispanic, Latino, or Spanish origin not listed",25.86%,30.42%,0.00%,OWNER_ETHNICITY_WRTIN_TXT
2685,COST12U1B1INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Unfurnished, 1 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,25.85%,30.42%,0.00%,EXPS_RD_DOM_MAT_VAL
2686,GEO_CBSA,CPSTR,Core Based Metropolitan Statistical Area,Total capital expenditures for research operations that went towards buildings and land improvement,25.85%,30.41%,0.00%,CAPEX_RSRCH_BUILD_VAL
2687,COST11U1B0INT4,EMPC,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #11",Number of contract employes working on research activities,25.85%,30.41%,0.00%,EMP_RSRCH_CONTRACT_NUM
2688,COST6U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #6",Number of contract employes working on research activities,25.85%,30.41%,0.00%,EMP_RSRCH_CONTRACT_NUM
2689,COST5U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,25.84%,30.40%,0.00%,EXPS_RD_DOM_MAT_VAL
2690,ORE_GOLD_COPPER,B_RDEXP_DOM_MATERIALS,"Quantity of Gold produced,  Copper",Amount of domestic R&D costs going to materials and supplies,25.84%,30.40%,0.00%,EXPS_RD_DOM_MAT_VAL
2691,AIES_TAXEXEMPT,B_RDSTTX,Indicator if taxable or tax-exempt KAU,Yes/No if business filed for the state tax credit for increasing research activities,25.83%,28.79%,9.09%,RSRCH_ST_TAXCRED_STAT
2692,COST4U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #4",Amount of domestic R&D costs going to materials and supplies,25.82%,30.38%,0.00%,EXPS_RD_DOM_MAT_VAL
2693,COST3U1B0INT4,EMPC,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #3",Number of contract employes working on research activities,25.82%,30.38%,0.00%,EMP_RSRCH_CONTRACT_NUM
2694,COST9U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #9",Number of contract employes working on research activities,25.82%,30.38%,0.00%,EMP_RSRCH_CONTRACT_NUM
2695,COST11U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #11",Number of contract employes working on research activities,25.82%,30.37%,0.00%,EMP_RSRCH_CONTRACT_NUM
2696,COST6U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #6",Number of contract employes working on research activities,25.82%,30.38%,0.00%,EMP_RSRCH_CONTRACT_NUM
2697,COST8U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,25.80%,30.35%,0.00%,EXPS_RD_DOM_MAT_VAL
2698,RCPT_NONTELEMED_DVAL,B_ACTIVITYUC_INFO ,Non-Telemedicine,Yes/No if domestic unaffiliated companies conducted information and communication tech services for this business,25.79%,30.34%,0.00%,UNAFFIL_US_INFOTEC_STAT
2699,COST6U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #6",Domestic R&D performance costs for basic research,25.79%,30.35%,0.00%,EXPS_RD_US_BASIC_VAL
2700,COST10U2B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 3 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,25.79%,30.34%,0.00%,EXPS_RD_DOM_MAT_VAL
2701,COST11U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #11",Number of contract employes working on research activities,25.79%,30.34%,0.00%,EMP_RSRCH_CONTRACT_NUM
2702,COST3U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,25.78%,30.33%,0.00%,EXPS_RD_DOM_MAT_VAL
2703,PROD_QTYPRD_OTHCLY_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of all other nonmetallic minerals (including natural abrasives, shell and native asphalt and bitumens) mined and/or beneficiated at this mine or pit",Remarks about reported data,25.77%,30.31%,0.00%,REMARKS_WRTIN_TXT
2704,COST7U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #7",Number of contract employes working on research activities,25.77%,30.31%,0.00%,EMP_RSRCH_CONTRACT_NUM
2705,COST8U2B3INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 3 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,25.76%,30.31%,0.00%,EXPS_RD_DOM_MAT_VAL
2706,COST11U1B1INT3,EMPC,"Third Interview, Unfurnished, 1 Bedrms, Cost #11",Number of contract employes working on research activities,25.75%,30.30%,0.00%,EMP_RSRCH_CONTRACT_NUM
2707,COST1U2B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 3 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,25.74%,30.28%,0.00%,EXPS_RD_DOM_MAT_VAL
2708,COST7U2B0INT1,B_EMPNUM_UNPAID,"First Interview, Furnished, 0 Bedrms, Cost #7",Number of individuals who did work for the business but were unpaid,25.73%,30.27%,0.00%,EMP_UNPAID_NUM
2709,FORM_MAILED,NPRDFIELDWI,Instrument initially assigned to the respondent to complete for the location.,Additional detail or clarification for question response,25.73%,30.27%,0.00%,EXPS_RSRCH_FLD_TOT_TXT
2710,ORE_LEADZINC_COPPER,B_RDEXP_DOM_MATERIALS,"Quantity of Lead/Zinc produced,  Copper",Amount of domestic R&D costs going to materials and supplies,25.73%,30.27%,0.00%,EXPS_RD_DOM_MAT_VAL
2711,BPOID,O1_HISP,BPO ID - Code that uniquely identifies a building permit office within a state or PSU (for Non-Permit Listing).,"Whether the first owner is Hispanic, Latino, or Spanish",25.73%,30.27%,0.00%,OWNER_ETHNICITY_CODE
2712,PROD_QTYPRD_FELDSP_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of feldspar mined and/or basically prepared for transport at this mine or pit",Remarks about reported data,25.72%,30.25%,0.00%,REMARKS_WRTIN_TXT
