,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
2320,COST8U2B1INT1,CPAY,"First Interview, Furnished, 1 Bedrms, Cost #8",current PAY from BR nan nan,29.90%
2321,COST8U2B0INT0,CPAY,"Initial Interview, Furnished, 0 Bedrms, Cost #8",current PAY from BR nan nan,29.90%
2322,COST6U2B1INT4,CPAY,"Fourth Interview, Furnished, 1 Bedrms, Cost #6",current PAY from BR nan nan,29.90%
2323,COST10U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,29.90%
2324,COST12U3B2INT1,CPAY,"First Interview, Coop, 2 Bedrms, Cost #12",current PAY from BR nan nan,29.90%
2325,COST9U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #9",Interest Expense                     105 Interest Expense Interest expense,29.90%
2326,RCPT_CONTRACT_GOVLOCAL,00219,"Contract Work done by customer in Puerto Rico, Local government",Net Property Plant and Equipment     219 NET PPE Net PPE,29.90%
2327,COST7U4B0INT2,CPAY,"Second Interview, Condo, 0 Bedrms, Cost #7",current PAY from BR nan nan,29.90%
2328,RCPT_PRDSHIP_VI,00101,"Value of product shipped by customer location, Virgin Islands","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",29.90%
2329,CERT_WEBSITE_TXT,00216,Contact Information: Website,Plant and Equipment                  216 Plant and Equipment Plant and Equipment,29.90%
2330,FGINFO_COMPANY,00207,Company of FG contact person,St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,29.90%
2331,COST11U1B2INT2,CPAY,"Second Interview, Unfurnished, 2 Bedrms, Cost #11",current PAY from BR nan nan,29.90%
2332,COST3U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,29.90%
2333,COST7U2B1INT4,00105,"Fourth Interview, Furnished, 1 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,29.90%
2334,COST3U4B1INT0,00105,"Initial Interview, Condo, 1 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,29.90%
2335,COST8U1B2INT2,CPAY,"Second Interview, Unfurnished, 2 Bedrms, Cost #8",current PAY from BR nan nan,29.90%
2336,COST8U2B0INT2,CPAY,"Second Interview, Furnished, 0 Bedrms, Cost #8",current PAY from BR nan nan,29.90%
2337,COST12U4B2INT0,00219,"Initial Interview, Condo, 2 Bedrms, Cost #12",Net Property Plant and Equipment     219 NET PPE Net PPE,29.90%
2338,COST7U2B3INT4,00105,"Fourth Interview, Furnished, 3 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,29.90%
2339,HOURS_ROLL_OTH,PPAY,"Steel Mill Department Worker Hours,  Other mills, including semifinishing, plate, and structural",Prior quarter payroll from br nan nan,29.90%
2340,SURVEY_CODE_NUM,XRSPC,Check in code,Response code nan nan,29.90%
2341,COST5U4B1INT2,00105,"Second Interview, Condo, 1 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,29.90%
2342,COST6U1B3INT2,P3PAY,"Second Interview, Unfurnished, 3 Bedrms, Cost #6",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.90%
2343,COST6U1B3INT3,P3PAY,"Third Interview, Unfurnished, 3 Bedrms, Cost #6",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.80%
2344,COST5U1B1INT0,CPAY,"Initial Interview, Unfurnished, 1 Bedrms, Cost #5",current PAY from BR nan nan,29.80%
2345,COST10U2B1INT2,CPAY,"Second Interview, Furnished, 1 Bedrms, Cost #10",current PAY from BR nan nan,29.80%
2346,COST3U4B3INT4,00105,"Fourth Interview, Condo, 3 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,29.80%
2347,COST6U2B0INT2,CPAY,"Second Interview, Furnished, 0 Bedrms, Cost #6",current PAY from BR nan nan,29.80%
2348,COST2U1B0INT3,CPAY,"Third Interview, Unfurnished, 0 Bedrms, Cost #2",current PAY from BR nan nan,29.80%
2349,GEO_DIVISION,0122D,Number for the coresponding geo_division,Census Use Only -- ADJ               122 Census Use Only -- ADJ Census Use Only -- ADJ,29.80%
2350,COST7U2B0INT0,CPAY,"Initial Interview, Furnished, 0 Bedrms, Cost #7",current PAY from BR nan nan,29.80%
2351,COST12U2B1INT3,CPAY,"Third Interview, Furnished, 1 Bedrms, Cost #12",current PAY from BR nan nan,29.80%
2352,COST10U1B3INT2,CPAY,"Second Interview, Unfurnished, 3 Bedrms, Cost #10",current PAY from BR nan nan,29.80%
2353,COST7U2B0INT4,CPAY,"Fourth Interview, Furnished, 0 Bedrms, Cost #7",current PAY from BR nan nan,29.80%
2354,COST10U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,29.80%
2355,COST11U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.80%
2356,HOURS_FOUND,PPAY,"Steel Mill Department Worker Hours, Foundry (iron or steel)",Prior quarter payroll from br nan nan,29.80%
2357,PHYSLOC_ADDR_COMBINED,00402,Combined address for STEP 3 Spreadsheet,statement of income ending date      402 nan staement of income ending date,29.80%
2358,COST3U1B3INT4,P3PAY,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #3",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.80%
2359,COST7U4B1INT1,00105,"First Interview, Condo, 1 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,29.80%
2360,RCPT_C_ST_AL,00308,"Construction Work by State,  Alabama",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),29.80%
2361,COST4U4B0INT4,00105,"Fourth Interview, Condo, 0 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,29.80%
2362,RCPT_MOTR_OTH_WRTIN_TXT,00320,Analysis of Motor Carrier Operations: Specify all other,All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,29.80%
2363,RCPT_MOTR_GRAIN_PCT,00216,"Analysis of Motor Carrier Operations: Grains, alcohol, and tobacco products",Plant and Equipment                  216 Plant and Equipment Plant and Equipment,29.80%
2364,COST5U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,29.80%
2365,COST11U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.80%
2366,COST9U4B1INT2,CPAY,"Second Interview, Condo, 1 Bedrms, Cost #9",current PAY from BR nan nan,29.70%
2367,COST7U1B2INT3,P3PAY,"Third Interview, Unfurnished, 2 Bedrms, Cost #7",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.70%
2368,PEGA_CONT_UPDATE,00306,PEGA Case contact information updated,Trade Accounts & Trade Notes Payable 306 Trade Accounts and Trade Notes Payable Trade Accounts and Trade notes payable,29.70%
2369,COST2U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #2",Interest Expense                     105 Interest Expense Interest expense,29.70%
2370,COST2U1B3INT4,P3PAY,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #2",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.70%
2371,COST1U1B1INT2,CPAY,"Second Interview, Unfurnished, 1 Bedrms, Cost #1",current PAY from BR nan nan,29.70%
2372,COST5U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,29.70%
2373,COST11U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.70%
2374,COST7U4B0INT0,00219,"Initial Interview, Condo, 0 Bedrms, Cost #7",Net Property Plant and Equipment     219 NET PPE Net PPE,29.70%
2375,COST10U3B3INT1,CPAY,"First Interview, Coop, 3 Bedrms, Cost #10",current PAY from BR nan nan,29.70%
2376,RCPT_CONTRACT_GOV,00109,"Contract Work done by customer in Puerto Rico,  Commonwealth or Territorial government",Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,29.70%
2377,RCPT_C_ST_TN,00308,"Construction Work by State,  Tennessee",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),29.70%
2378,COMPUTER_SALE_SOFTWARE_PCT,00216,"Computer System Integration, Sale of custom software produced by this establishment",Plant and Equipment                  216 Plant and Equipment Plant and Equipment,29.70%
2379,COST3U1B0INT0,CPAY,"Initial Interview, Unfurnished, 0 Bedrms, Cost #3",current PAY from BR nan nan,29.70%
2380,EMP_MAR12_LSD_ACCOMM,00121,Q1 LEASED EMPLOYMENT FROM ACCOMODATION CLIENTS,Other Credits to Retained Earning    121 Other Credits to Retained Earning Other Credits to Retained Earnings,29.70%
2381,COST4U1B1INT0,CPAY,"Initial Interview, Unfurnished, 1 Bedrms, Cost #4",current PAY from BR nan nan,29.70%
2382,COST5U2B3INT1,00105,"First Interview, Furnished, 3 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,29.70%
2383,COST1U3B2INT3,00001,"Third Interview, Coop, 2 Bedrms, Cost #1",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,29.70%
2384,COST11U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.70%
2385,MAIL_DATE,00035,Date mail file pulled,Merged Date Merged Date Merged Date,29.70%
2386,COST10U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,29.70%
2387,COST10U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,29.70%
2388,COST6U2B1INT1,CPAY,"First Interview, Furnished, 1 Bedrms, Cost #6",current PAY from BR nan nan,29.70%
2389,COST3U3B3INT3,00001,"Third Interview, Coop, 3 Bedrms, Cost #3",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,29.70%
2390,COST3U4B2INT4,00105,"Fourth Interview, Condo, 2 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,29.70%
2391,COST3U3B1INT3,00001,"Third Interview, Coop, 1 Bedrms, Cost #3",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,29.70%
2392,COST11U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.70%
2393,COST7U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,29.70%
2394,PHYSLOC_ADDR_STREET_TXT,00219,Physical Address: Number and Street,Net Property Plant and Equipment     219 NET PPE Net PPE,29.60%
2395,COST2U4B3INT4,00105,"Fourth Interview, Condo, 3 Bedrms, Cost #2",Interest Expense                     105 Interest Expense Interest expense,29.60%
2396,COST9U1B3INT3,P3PAY,"Third Interview, Unfurnished, 3 Bedrms, Cost #9",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.60%
2397,COST4U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,29.60%
2398,COST8U4B1INT0,00219,"Initial Interview, Condo, 1 Bedrms, Cost #8",Net Property Plant and Equipment     219 NET PPE Net PPE,29.60%
2399,PERMLOT,00219,Permit Lot - Lot number on permit,Net Property Plant and Equipment     219 NET PPE Net PPE,29.60%
2400,COST5U4B0INT2,CPAY,"Second Interview, Condo, 0 Bedrms, Cost #5",current PAY from BR nan nan,29.60%
2401,COST3U2B1INT1,00105,"First Interview, Furnished, 1 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,29.60%
2402,COST11U1B3INT3,00105,"Third Interview, Unfurnished, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.60%
2403,COST2U2B1INT0,00105,"Initial Interview, Furnished, 1 Bedrms, Cost #2",Interest Expense                     105 Interest Expense Interest expense,29.60%
2404,PATNT_CARE_WEIGHT,00219,"Patient Care Services Offered,  Weight management programs",Net Property Plant and Equipment     219 NET PPE Net PPE,29.60%
2405,ANYCHANGE,NDNET,Have there been any changes to the building since previous interview?,Weather Corporation Net Profit Change 1 - Increased a lot How did this corporation's net profit change compared to what was normal before,29.60%
2406,COST12U4B3INT4,P3PAY,"Fourth Interview, Condo, 3 Bedrms, Cost #12",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.60%
2407,COST10U2B2INT1,00105,"First Interview, Furnished, 2 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,29.60%
2408,COST8U2B3INT4,00105,"Fourth Interview, Furnished, 3 Bedrms, Cost #8",Interest Expense                     105 Interest Expense Interest expense,29.60%
2409,COST6U3B2INT1,CPAY,"First Interview, Coop, 2 Bedrms, Cost #6",current PAY from BR nan nan,29.60%
2410,RCPT_C_ST_TX,00113,"Construction Work by State,  Texas",Provision for income taxes (STATE)   113 Provision for Income Taxes (STATE) Provision for domestic income taxes (STATE),29.60%
2411,COMPUTER_SALE_OTHER_PCT,CPAY,"Computer System Integration, Other, including consulting, training, engineering, etc.",current PAY from BR nan nan,29.60%
2412,COST8U4B1INT2,CPAY,"Second Interview, Condo, 1 Bedrms, Cost #8",current PAY from BR nan nan,29.60%
2413,COST6U4B1INT4,P3PAY,"Fourth Interview, Condo, 1 Bedrms, Cost #6",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.60%
2414,COST11U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.60%
2415,RCPT_C_ST_CA,P2PAY,"Construction Work by State,  California",Prior Prior quarter payroll from BR nan nan,29.50%
2416,COST11U3B2INT3,00105,"Third Interview, Coop, 2 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.50%
2417,COST5U3B3INT2,00001,"Second Interview, Coop, 3 Bedrms, Cost #5",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,29.50%
2418,COST7U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,29.50%
2419,COST1U3B3INT0,00325,"Initial Interview, Coop, 3 Bedrms, Cost #1",Treasury Stock at Cost               325 treasury Stock at cost Treasury Stock,29.50%
2420,COST4U3B3INT2,00001,"Second Interview, Coop, 3 Bedrms, Cost #4",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,29.50%
2421,COST4U2B1INT1,00105,"First Interview, Furnished, 1 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,29.50%
2422,TOC_NEW_398,00001,Percent of Construction Work for Other Types of Construction New Construction,Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,29.50%
2423,PUBLIC_WATER_POTABLE,00207,Which of the following types of water was mainly supplied by the public water system?,St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,29.50%
2424,COST12U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #12",Interest Expense                     105 Interest Expense Interest expense,29.50%
2425,COST11U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,29.50%
2426,GEO_DIVISION_TXT,00217,Name of the geo_division,Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,29.50%
2427,COST12U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #12",Interest Expense                     105 Interest Expense Interest expense,29.50%
2428,COST8U3B2INT3,CPAY,"Third Interview, Coop, 2 Bedrms, Cost #8",current PAY from BR nan nan,29.50%
2429,COST3U1B2INT4,P3PAY,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #3",PRIOR PRIOR PRIOR qt payroll from BR nan nan,29.50%
2430,COST3U2B3INT1,00105,"First Interview, Furnished, 3 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,29.50%
2431,COST1U1B3INT3,00001,"Third Interview, Unfurnished, 3 Bedrms, Cost #1",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,29.50%
2432,COST2U2B1INT4,00105,"Fourth Interview, Furnished, 1 Bedrms, Cost #2",Interest Expense                     105 Interest Expense Interest expense,29.50%
2433,COST6U2B3INT0,00105,"Initial Interview, Furnished, 3 Bedrms, Cost #6",Interest Expense                     105 Interest Expense Interest expense,29.50%
2434,COST1U4B1INT1,00105,"First Interview, Condo, 1 Bedrms, Cost #1",Interest Expense                     105 Interest Expense Interest expense,29.50%
2435,COST8U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #8",Interest Expense                     105 Interest Expense Interest expense,29.50%
2436,OWNSTAT_RACE_GUAMCH,00061,Race of majority ownership - Is the race of the majority ownership of this establishment Guamanian or Chamorro?,Number of Subsidiary corps Number of Subsidiary Corporations Number of Subsidiary Corporations,29.50%
2437,PHYSLOC_ADDR_CITY_TXT,00207,Physical Address: City,St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,29.50%
2438,COST7U2B0INT2,CPAY,"Second Interview, Furnished, 0 Bedrms, Cost #7",current PAY from BR nan nan,29.40%
2439,COST9U1B2INT3,CPAY,"Third Interview, Unfurnished, 2 Bedrms, Cost #9",current PAY from BR nan nan,29.40%
2440,COST9U2B0INT1,CPAY,"First Interview, Furnished, 0 Bedrms, Cost #9",current PAY from BR nan nan,29.40%
2441,COST6U2B0INT1,CPAY,"First Interview, Furnished, 0 Bedrms, Cost #6",current PAY from BR nan nan,29.40%
