,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Actual MDR's Variable
2303,GEO_CBSA,B_NUMKPI,Core Based Metropolitan Statistical Area,Number of key performance indicators monitored by this business ,30.50%,KPI_MONITOR_NUM
2304,COST11U3B2INT2,B_CRDAMT,"Second Interview, Coop, 2 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.50%,CREDIT_AMT_RECEIVED_STAT
2305,COST5U3B1INT3,B_CRDAMT,"Third Interview, Coop, 1 Bedrms, Cost #5",Total amount of credit that was requested and received ,30.50%,CREDIT_AMT_RECEIVED_STAT
2306,COST10U2B1INT2,EXPNS,"Second Interview, Furnished, 1 Bedrms, Cost #10",Amount of total expenses,30.50%,EXPS_TOT_VAL
2307,COST3U3B2INT1,EXPNS,"First Interview, Coop, 2 Bedrms, Cost #3",Amount of total expenses,30.40%,EXPS_TOT_VAL
2308,COST4U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #4",Total amount of credit that was requested and received ,30.40%,CREDIT_AMT_RECEIVED_STAT
2309,COST11U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.40%,CREDIT_AMT_RECEIVED_STAT
2310,GOV_DEL_FAIL,RESP_EMAIL  ,Gov Delivery- Email Failed (bounce-back),Contact Information: Email,30.40%,CERT_EMAIL_TXT
2311,PAT_CARE_NO_SURG_PCT,O1_MAJOR_NONSCI_WIN,"Patient Care, Non-surgical interventions - treatment of disease, injury, or deformity except by surgery",Other non-science and engineering related fields that are not listed,30.40%,EDU_CODE_MAJOR_NONSCI_TXT
2312,COST11U3B0INT0,B_CRDAMT,"Initial Interview, Coop, 0 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.40%,CREDIT_AMT_RECEIVED_STAT
2313,COST11U1B2INT0,B_CRDAMT,"Initial Interview, Unfurnished, 2 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.40%,CREDIT_AMT_RECEIVED_STAT
2314,COST10U3B2INT4,B_CRDAMT,"Fourth Interview, Coop, 2 Bedrms, Cost #10",Total amount of credit that was requested and received ,30.40%,CREDIT_AMT_RECEIVED_STAT
2315,COST12U4B1INT1,"
RESP_TITLE   ","First Interview, Condo, 1 Bedrms, Cost #12",Contact Information: Title,30.40%,CERT_TITLE_TXT
2316,COST3U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #3",Total amount of credit that was requested and received ,30.40%,CREDIT_AMT_RECEIVED_STAT
2317,CHILD_FORM_MAILED,RESP_EMAIL  ,Child Form Mailed,Contact Information: Email,30.40%,CERT_EMAIL_TXT
2318,COST11U3B3INT2,B_CRDAMT,"Second Interview, Coop, 3 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.40%,CREDIT_AMT_RECEIVED_STAT
2319,COST5U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #5",Total amount of credit that was requested and received ,30.40%,CREDIT_AMT_RECEIVED_STAT
2320,RCPT_ECOMM_TOYS_VAL,B_COOP,Electronic Commerce (e-commerce) - Toys,"Suppliers of equipment, materials, components, or software outside your business group ",30.40%,COOP_PARTNER_LOC_CHKBOX
2321,COST3U3B2INT0,EXPNS,"Initial Interview, Coop, 2 Bedrms, Cost #3",Amount of total expenses,30.30%,EXPS_TOT_VAL
2322,COST5U3B0INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 0 Bedrms, Cost #5",Average number of hours of training that employees at this business received,30.30%,EMP_TRAIN_HRS_AVG
2323,COST10U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #10",Amount of total expenses,30.30%,EXPS_TOT_VAL
2324,COST8U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #8",Total amount of credit that was requested and received ,30.30%,CREDIT_AMT_RECEIVED_STAT
2325,COST9U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #9",Amount of total expenses,30.30%,EXPS_TOT_VAL
2326,COST11U1B1INT3,B_CRDAMT,"Third Interview, Unfurnished, 1 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.30%,CREDIT_AMT_RECEIVED_STAT
2327,COST6U3B2INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 2 Bedrms, Cost #6",Average number of hours of training that employees at this business received,30.30%,EMP_TRAIN_HRS_AVG
2328,COST12U4B3INT4,"
RESP_TITLE   ","Fourth Interview, Condo, 3 Bedrms, Cost #12",Contact Information: Title,30.30%,CERT_TITLE_TXT
2329,PHYSLOC_ADDR_NAME2_TXT,RESP_CONTACT_NAME ,Physical location name 2,Contact Information: Name,30.30%,CERT_NAME_TXT
2330,COST3U3B2INT4,B_CRDAMT,"Fourth Interview, Coop, 2 Bedrms, Cost #3",Total amount of credit that was requested and received ,30.30%,CREDIT_AMT_RECEIVED_STAT
2331,PHYSLOC_ADDR_STREET_TXT,"
RESP_TITLE   ",Physical location Street,Contact Information: Title,30.30%,CERT_TITLE_TXT
2332,COST10U3B3INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 3 Bedrms, Cost #10",Average number of hours of training that employees at this business received,30.30%,EMP_TRAIN_HRS_AVG
2333,COST4U3B2INT1,EXPNS,"First Interview, Coop, 2 Bedrms, Cost #4",Amount of total expenses,30.30%,EXPS_TOT_VAL
2334,COST10U3B3INT4,B_CRDAMT,"Fourth Interview, Coop, 3 Bedrms, Cost #10",Total amount of credit that was requested and received ,30.20%,CREDIT_AMT_RECEIVED_STAT
2335,COST1U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #1",Amount of total expenses,30.20%,EXPS_TOT_VAL
2336,COST5U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #5",Amount of total expenses,30.20%,EXPS_TOT_VAL
2337,COST3U3B1INT1,EXPNS,"First Interview, Coop, 1 Bedrms, Cost #3",Amount of total expenses,30.20%,EXPS_TOT_VAL
2338,COST3U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #3",Amount of total expenses,30.20%,EXPS_TOT_VAL
2339,COST11U4B1INT4,"
RESP_TITLE   ","Fourth Interview, Condo, 1 Bedrms, Cost #11",Contact Information: Title,30.20%,CERT_TITLE_TXT
2340,COST6U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #6",Amount of total expenses,30.20%,EXPS_TOT_VAL
2341,COST2U4B3INT1,EXPNS,"First Interview, Condo, 3 Bedrms, Cost #2",Amount of total expenses,30.20%,EXPS_TOT_VAL
2342,COST1U3B2INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 2 Bedrms, Cost #1",Average number of hours of training that employees at this business received,30.20%,EMP_TRAIN_HRS_AVG
2343,COST1U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #1",Total amount of credit that was requested and received ,30.20%,CREDIT_AMT_RECEIVED_STAT
2344,COST3U3B0INT2,B_CRDAMT,"Second Interview, Coop, 0 Bedrms, Cost #3",Total amount of credit that was requested and received ,30.20%,CREDIT_AMT_RECEIVED_STAT
2345,COST7U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #7",Amount of total expenses,30.20%,EXPS_TOT_VAL
2346,COST7U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #7",Amount of total expenses,30.20%,EXPS_TOT_VAL
2347,COST12U3B3INT2,RESP_EMAIL  ,"Second Interview, Coop, 3 Bedrms, Cost #12",Contact Information: Email,30.20%,CERT_EMAIL_TXT
2348,COST11U1B1INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.20%,CREDIT_AMT_RECEIVED_STAT
2349,PAT_CARE_OUT_NO_SURG_PCT,B_COOP,"Patient Care, Outpatient non-surgical interventions - treatment of disease, injury, or deformity except by surgery",Nonprofit organization ,30.10%,COOP_PARTNER_LOC_CHKBOX
2350,COST3U3B3INT4,EXPNS,"Fourth Interview, Coop, 3 Bedrms, Cost #3",Amount of total expenses,30.10%,EXPS_TOT_VAL
2351,COST9U3B1INT2,B_CRDAMT,"Second Interview, Coop, 1 Bedrms, Cost #9",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2352,COST3U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #3",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2353,COST4U3B0INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 0 Bedrms, Cost #4",Average number of hours of training that employees at this business received,30.10%,EMP_TRAIN_HRS_AVG
2354,COST9U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #9",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2355,COST4U4B0INT4,O4_PCT_OWNED ,"Fourth Interview, Condo, 0 Bedrms, Cost #4",Percent owned by fourth owner,30.10%,OWNER4_PCT
2356,COST9U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #9",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2357,COST2U3B0INT4,B_CRDAMT,"Fourth Interview, Coop, 0 Bedrms, Cost #2",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2358,COST10U3B2INT0,B_CRDAMT,"Initial Interview, Coop, 2 Bedrms, Cost #10",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2359,COST6U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #6",Amount of total expenses,30.10%,EXPS_TOT_VAL
2360,COST2U3B3INT3,B_CRDAMT,"Third Interview, Coop, 3 Bedrms, Cost #2",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2361,COST6U2B2INT3,EXPNS,"Third Interview, Furnished, 2 Bedrms, Cost #6",Amount of total expenses,30.10%,EXPS_TOT_VAL
2362,COST1U3B0INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 0 Bedrms, Cost #1",Average number of hours of training that employees at this business received,30.10%,EMP_TRAIN_HRS_AVG
2363,COST1U3B3INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 3 Bedrms, Cost #1",Average number of hours of training that employees at this business received,30.10%,EMP_TRAIN_HRS_AVG
2364,COST8U3B3INT3,B_CRDAMT,"Third Interview, Coop, 3 Bedrms, Cost #8",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2365,COST10U3B0INT2,B_CRDAMT,"Second Interview, Coop, 0 Bedrms, Cost #10",Total amount of credit that was requested and received ,30.10%,CREDIT_AMT_RECEIVED_STAT
2366,COST6U3B3INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 3 Bedrms, Cost #6",Average number of hours of training that employees at this business received,30.10%,EMP_TRAIN_HRS_AVG
2367,COST7U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #7",Amount of total expenses,30.10%,EXPS_TOT_VAL
2368,COST5U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #5",Amount of total expenses,30.10%,EXPS_TOT_VAL
2369,COST4U3B3INT2,EXPNS,"Second Interview, Coop, 3 Bedrms, Cost #4",Amount of total expenses,30.00%,EXPS_TOT_VAL
2370,COST2U3B3INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 3 Bedrms, Cost #2",Average number of hours of training that employees at this business received,30.00%,EMP_TRAIN_HRS_AVG
2371,COST4U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #4",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2372,RCPT_MOTR_METAL_PCT,B_CONTRACTIN_TYPE ,Analysis of Motor Carrier Operations: Base metal and machinery,Types of companies that this business performed manufacturing for,30.00%,MAN_CONTRACTIN_CHKBOX
2373,COST11U3B2INT1,EXPNS,"First Interview, Coop, 2 Bedrms, Cost #11",Amount of total expenses,30.00%,EXPS_TOT_VAL
2374,COST7U3B2INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 2 Bedrms, Cost #7",Average number of hours of training that employees at this business received,30.00%,EMP_TRAIN_HRS_AVG
2375,COST8U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #8",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2376,COST5U3B3INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 3 Bedrms, Cost #5",Average number of hours of training that employees at this business received,30.00%,EMP_TRAIN_HRS_AVG
2377,COST3U3B3INT3,B_CRDAMT,"Third Interview, Coop, 3 Bedrms, Cost #3",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2378,SE_FOR_CUR_TRANSADJ_VAL,B_WORLDEXP_TOTAL ,Cumulative foreign currency translation adjustment,Total worldwide operating expenses,30.00%,EXPS_WORLD_TOT_VAL
2379,COST7U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #7",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2380,COST8U3B0INT2,B_EMPTRAIN_HRS,"Second Interview, Coop, 0 Bedrms, Cost #8",Average number of hours of training that employees at this business received,30.00%,EMP_TRAIN_HRS_AVG
2381,COST5U2B2INT3,EXPNS,"Third Interview, Furnished, 2 Bedrms, Cost #5",Amount of total expenses,30.00%,EXPS_TOT_VAL
2382,COST2U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #2",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2383,COST4U3B3INT3,B_CRDAMT,"Third Interview, Coop, 3 Bedrms, Cost #4",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2384,COST12U1B1INT0,"
RESP_TITLE   ","Initial Interview, Unfurnished, 1 Bedrms, Cost #12",Contact Information: Title,30.00%,CERT_TITLE_TXT
2385,COST7U2B2INT3,EXPNS,"Third Interview, Furnished, 2 Bedrms, Cost #7",Amount of total expenses,30.00%,EXPS_TOT_VAL
2386,COST5U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #5",Amount of total expenses,30.00%,EXPS_TOT_VAL
2387,COST12U3B2INT2,B_CRDAMT,"Second Interview, Coop, 2 Bedrms, Cost #12",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2388,COST6U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #6",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2389,COST12U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #12",Total amount of credit that was requested and received ,30.00%,CREDIT_AMT_RECEIVED_STAT
2390,COST2U4B3INT0,EXPNS,"Initial Interview, Condo, 3 Bedrms, Cost #2",Amount of total expenses,29.90%,EXPS_TOT_VAL
2391,COST9U3B1INT1,B_EMPTRAIN_HRS,"First Interview, Coop, 1 Bedrms, Cost #9",Average number of hours of training that employees at this business received,29.90%,EMP_TRAIN_HRS_AVG
2392,COST7U3B0INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 0 Bedrms, Cost #7",Average number of hours of training that employees at this business received,29.90%,EMP_TRAIN_HRS_AVG
2393,GEO_STATE_FIPS,B_RDTAX_STATE,Numeric state code,The state in which the business filed for a tax credit for increasing research activities,29.90%,RSRCH_TAXCRED_ST
2394,COST8U3B3INT2,B_EMPTRAIN_HRS,"Second Interview, Coop, 3 Bedrms, Cost #8",Average number of hours of training that employees at this business received,29.90%,EMP_TRAIN_HRS_AVG
2395,COST6U3B2INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 2 Bedrms, Cost #6",Average number of hours of training that employees at this business received,29.90%,EMP_TRAIN_HRS_AVG
2396,COST5U3B2INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 2 Bedrms, Cost #5",Average number of hours of training that employees at this business received,29.90%,EMP_TRAIN_HRS_AVG
2397,COST1U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #1",Total amount of credit that was requested and received ,29.90%,CREDIT_AMT_RECEIVED_STAT
2398,ZIP,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",Zip Code,Contact Information: Phone,29.90%,CERT_PHONE_NUM
2399,COST9U3B3INT3,B_CRDAMT,"Third Interview, Coop, 3 Bedrms, Cost #9",Total amount of credit that was requested and received ,29.90%,CREDIT_AMT_RECEIVED_STAT
2400,COST9U3B0INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 0 Bedrms, Cost #9",Average number of hours of training that employees at this business received,29.90%,EMP_TRAIN_HRS_AVG
2401,COST12U3B2INT1,EXPNS,"First Interview, Coop, 2 Bedrms, Cost #12",Amount of total expenses,29.90%,EXPS_TOT_VAL
2402,DIST_NDIST_LRN_TOT_PCT,B_TRAINEXP_TOT,"Modes of Instruction, Total",Amount spent on formal training programs ,29.90%,EXPS_TRAIN_VAL
2403,COST12U1B3INT4,"
RESP_TITLE   ","Fourth Interview, Unfurnished, 3 Bedrms, Cost #12",Contact Information: Title,29.90%,CERT_TITLE_TXT
2404,COST2U3B2INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 2 Bedrms, Cost #2",Average number of hours of training that employees at this business received,29.80%,EMP_TRAIN_HRS_AVG
2405,COST8U3B2INT2,B_EMPTRAIN_HRS,"Second Interview, Coop, 2 Bedrms, Cost #8",Average number of hours of training that employees at this business received,29.80%,EMP_TRAIN_HRS_AVG
2406,COST10U3B1INT1,RESP_EMAIL  ,"First Interview, Coop, 1 Bedrms, Cost #10",Contact Information: Email,29.80%,CERT_EMAIL_TXT
2407,INC_SEWER,B_EXPCOST_BLDG,Is Sewer included in the rent/condo fee?,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,29.80%,CAPEX_RD_OPS_BLDG_VAL
2408,COST1U3B3INT2,EXPNS,"Second Interview, Coop, 3 Bedrms, Cost #1",Amount of total expenses,29.80%,EXPS_TOT_VAL
2409,PHYSLOC_ADDR_ST_TXT,B_RDTAX_STATE,Physical Address: State,The state in which the business filed for a tax credit for increasing research activities,29.80%,RSRCH_TAXCRED_ST
2410,CLNC_USE_E_PRESC,B_COOP,"Retail Health Clinics - Services Utilized, ePrescribing - With ePrescribing or electronic prescribing, a physician enters information about drugs a patient needs into a computer, and sends this electronic prescription to the patient’s pharmacy for filling.","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",29.80%,COOP_PARTNER_LOC_CHKBOX
2411,COST12U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #12",Total amount of credit that was requested and received ,29.80%,CREDIT_AMT_RECEIVED_STAT
2412,COST6U3B1INT1,B_EMPTRAIN_HRS,"First Interview, Coop, 1 Bedrms, Cost #6",Average number of hours of training that employees at this business received,29.80%,EMP_TRAIN_HRS_AVG
2413,COST3U3B2INT2,B_CRDAMT,"Second Interview, Coop, 2 Bedrms, Cost #3",Total amount of credit that was requested and received ,29.80%,CREDIT_AMT_RECEIVED_STAT
2414,HANDHELD_DEVICE_NO,B_COOP,Tablet or Handheld Device for Self-Service Table Orders,"Suppliers of equipment, materials, components, or software outside your business group ",29.70%,COOP_PARTNER_LOC_CHKBOX
2415,COST4U3B2INT2,B_EMPTRAIN_HRS,"Second Interview, Coop, 2 Bedrms, Cost #4",Average number of hours of training that employees at this business received,29.70%,EMP_TRAIN_HRS_AVG
2416,COST2U4B3INT4,O4_PCT_OWNED ,"Fourth Interview, Condo, 3 Bedrms, Cost #2",Percent owned by fourth owner,29.70%,OWNER4_PCT
2417,COST7U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #7",Total amount of credit that was requested and received ,29.70%,CREDIT_AMT_RECEIVED_STAT
2418,COST8U3B2INT1,EXPNS,"First Interview, Coop, 2 Bedrms, Cost #8",Amount of total expenses,29.70%,EXPS_TOT_VAL
2419,COST7U3B3INT3,B_CRDAMT,"Third Interview, Coop, 3 Bedrms, Cost #7",Total amount of credit that was requested and received ,29.70%,CREDIT_AMT_RECEIVED_STAT
2420,COST12U1B3INT0,B_CRDAMT,"Initial Interview, Unfurnished, 3 Bedrms, Cost #12",Total amount of credit that was requested and received ,29.70%,CREDIT_AMT_RECEIVED_STAT
2421,COST7U3B3INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 3 Bedrms, Cost #7",Average number of hours of training that employees at this business received,29.70%,EMP_TRAIN_HRS_AVG
2422,COST4U1B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #4",Average number of hours of training that employees at this business received,29.70%,EMP_TRAIN_HRS_AVG
2423,COST11U4B3INT0,CPSTR,"Initial Interview, Condo, 3 Bedrms, Cost #11",Total capital expenditures for research operations that went towards buildings and land improvement,29.70%,CAPEX_RSRCH_BUILD_VAL
2424,COST6U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #6",Amount of total expenses,29.70%,EXPS_TOT_VAL
2425,COST11U1B1INT0,B_CRDAMT,"Initial Interview, Unfurnished, 1 Bedrms, Cost #11",Total amount of credit that was requested and received ,29.60%,CREDIT_AMT_RECEIVED_STAT
2426,COST12U1B2INT2,"
RESP_TITLE   ","Second Interview, Unfurnished, 2 Bedrms, Cost #12",Contact Information: Title,29.60%,CERT_TITLE_TXT
2427,COST5U3B2INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 2 Bedrms, Cost #5",Average number of hours of training that employees at this business received,29.60%,EMP_TRAIN_HRS_AVG
2428,COST8U1B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #8",Average number of hours of training that employees at this business received,29.60%,EMP_TRAIN_HRS_AVG
2429,COST12U3B0INT1,B_CRDAMT,"First Interview, Coop, 0 Bedrms, Cost #12",Total amount of credit that was requested and received ,29.60%,CREDIT_AMT_RECEIVED_STAT
2430,ORDER_AHEAD_NO_ARCHIVE,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ","Did this establishment offer ordering by website, app, phone, or other means in $$00?",Contact Information: Phone,29.60%,CERT_PHONE_NUM
2431,COST6U3B0INT0,WZTEMP,"Initial Interview, Coop, 0 Bedrms, Cost #6",Amount of internal research funds allocated to contract employees ,29.60%,EXPS_RSRCH_CONTRACT_VAL
