name,definition
BLSOUT,"Number of records in BSLOUT datasets.
(Shared and BLS edits have been run)"
BNKLOCST,Bank location - State
BNKNAME,Bank name
BNKPURCH,Purchased Online or in person
BOOK,How often was info book used for CIDA
BSNSEXP,"Business, farm or rental expenses"
BSNSEXPA,Any business expenses for this property
BSNSPCTZ,Percent of total expense
BUILD_A,building type
BUILDING,Which best described this building?
BUILDNUM,# Unimproved land
BUILDOTH,Specify other building type.
BUSCREEN,Have you had any expenses that will be reimbursed or deducted as business expenses?
BUSP3,No further information is collected for commercial real estate or farm land
BUSPROP3,Own commercial property for business only?
BUSY,TBD
CALLDATE,Contact Date and Time - Out variable
CALLDAY,Contact Day
CALLMNTH,Contact Month
CALLTIME,Contact Time in hours and minutes
CALLYEAR,Contact Year
CAPIIN,"Number of records in CAPIIN datasets. 
(Shared and input edits have been run.)"
CAPIRECT,Dataset the variable is in
CARI_LANGUAGEFLAG,CARI language flag
CARICON_HH,CARI consent
CASE_CONSENT,Final CARI consent
CASECONTACT,Contact or Noncontact
CE_INTRO,Introduction statement
CEQ_MESSAGE,TBD
CGTE_PWX,Range edit flag for CGTEXPWX
CGTEXPW,Any cigarettes purchased in reference period
CGTEXPWX,Usual weekly expense for cigarettes
CGTLOC,City where outlet for cigarette purchase is located
CGTLOCST,State where outlet is located
CGTPURCH,"Paid for in-person, online or by mail or telephone"
CGTSTORE,"Name of store, website, or company where cigarettes were bought"
CHAMP,CHAMP Flag - Set in Processing
CHGLOC,Charging location - City
CHGLOCST,Charing Location - State
CHGPLACE,Electric vehicle charging location
CHGPURCH,Purchased online or in person
CHGSTORE,Where purchased
CHIP,Are you covered by Children's Health Insurance Program (CHIP)
CHIP_RMX,Range edit flag for CHIPPRMX
CHIP_RXA,Range edit flag for CHIPPRXA
CHIPCOV,How many members are covered by CHIP?
CHIPPRMX,What is the monthly premium for CHIP?
CHIPPRXA,What is the monthly premium for this CHIP plan?
CHIPRMA,Pay premium for Medicaid plan?
CHIPSTLL,Still covered by Children's Health Insurance Program (CHIP)
CHKFCOMB,"Combined expenses for food/bev, lodging, transportation or other"
CHKTCOMB,Are there combined expenses the respondent could not separate
CHLD_LOX,Range edit flag for CHLDCLOX
CHLDCLOX,"Clothing, footwear, and accessory for person 0-17"
CHXCHNG,Was your CHIP plan obtained through Healthcare.gov or Health Insurance Marketplace?
CLANGUAGE,language
CLBLOC,Purchase location - City
CLBLOCST,Purchase location - State
CLBPURCH,Purchased Online or in person
CLBSTORE,Where Purchased
CLD_C,Combined Expense?
CLD_CMB,What is ITEM combined with?
CLD_ITEM,Had expenses for select clothing items and services
CLD_ORIG,Record origin
CLD_STAT,Record status
CLDMORE,Any other expenses for CLD_ITEM
CLODESCD,Item description
CLOGFTX,Clothing for those outside the household
CLOGFTX_,Range edit flag for CLOGFTX
CLOS_CST,Range edit flag for CLOSECST
CLOSECST,Amount of closing costs
CLOTHD1,Combined expense-code
CLOTHD2,See CLOTHD1
CLOTHD3,See CLOTHD1
CLOTHD4,See CLOTHD1
CLOTHD5,See CLOTHD1
CLOTHD6,See CLOTHD1
CLOTHMOD,When did you purchase it
CLOTHYD,Item code
CLSRVCX,How much did it cost
CLSRVCX_,Range edit flag for CLSRVCX
CLSVGFTC,Purchased for your CU or for outside your CU
CMBUSX,How much did you spend for bus fare
CMBUSX_,Range edit flag
CMBUSY,"Out variable for commercial, bus transportation"
CMLO_ALX,Range edit flag
CMLOCALX,How much spent for local transportation (other than things covered by package deal)
CMLOCALY,"Out variable for commercial, local transportation"
CMPL_NEX,Range edit flag
CMPLANEX,How much did you spend for airplane fare
CMPLANEY,"Out variable for commercial, airplane transportation"
CMSHIPX,How much did you spend for ship fare
CMSHIPX_,Range edit flag
CMSHIPY,"Out variable for commercial, ship transportation"
CMTR_INX,Range edit flag
CMTRAINX,How much did you spend for train fare
CMTRAINY,"Out variable for commercial, train transportation"
CNT_ITEM,"Given any money by cash, checks, money orders or credit cards to benefit"
CNT_ORIG,Record origin
CNT_STAT,Record status
CNTMORE,Any other payments/contributions
CNTYCODE,County code
COMPLETED,TBD
COMPNAME,Company name
CONLOC,Repair business location - City
CONLOCST,Repair business location - State
CONSTORE,Where purchased
CONSUMER_UNITS,show CU's
CONT_CTX,Range edit flag for CNTRCTX
CONT_MO,What month or months did you pay someone else for this job?
CONT_XPX,Range edit flag for CONTEXPX
CONTCODE,Item code
CONTDESC,What was the contribution for?
CONTEXPX,What was the total amount of the payment/contribution
CONTMO,In what month did you make this payment/contribution
CONTRACT,Paid a contractor flag - Created in Processing
CONTRCTX,How much have you paid for labor and any materials they provided?
CONTROL,Edited time FR spent in the demographic section of the instrument in seconds
CONVREF,Is this a converted refusal
COOPRG01,Repayments of loans by coop
COOPRG02,Property taxes
COOPRG03,Property insurance
COOPRG04,Management
COOPRG05,Repairs
COOPRG06,Improvements
COOPRG07,Recreational
COOPRG08,Security
COOPRG09,Utilities
COOPRG10,Trash
COOPRG11,Other
COOPRG12,No payments made
COOPSP01,Repayment of loans by coop
COOPSP02,Property taxes
COOPSP03,Property insurance
COOPSP04,Management
COOPSP05,Repairs
COOPSP06,Improvements
COOPSP07,Recreational
COOPSP08,Security
COOPSP09,Utilities
COOPSP10,Trash
COOPSP11,Other
COUNTRY,Property location (inside/outside US)
COVERAGE,Edited time FR spent in the coverage section of the instrument in seconds
CP1ZIP9,Zip
CRA_ORIG,Record origin
CRA_STAT,Record status
CRB_C,Enter C for a combined expense
CRB_CMB,What other work was included in this job
CRB_ITEM,Have you had any expenses for dwelling under construction
CRB_ORIG,Record origin
CRB_STAT,Record status
CRBMORE,Did you have any other expenses for ^S5_Desc?
CRED_INX,NOTE:   See CREDFINX for how to set this field
CRED_YRX,NOTE:   See CREDTYRX for how to set this field
CREDFINX,Xtra Chrg Credit
CREDIT,Balance on Credit
CREDITB,Range Owed on Credit
CREDITX,Total amount owed on all credit cards
CREDITX_,NOTE:   See CREDITX for how to set this field
CREDTYRX,What was the total amount owed on all cards ONE YEAR AGO TODAY?
CREDYR,Cred Cards 1 Year Ago
CREDYRB,Cred 1 Yr Ago Rng
CRMBSNSD,Were/will any of these expenses for this job be deducted as a business expense?
CRMBSNSZ,What percent was or will be deducted?
CRMCDB1,Combined expense- code
CRMCDB10,Combined expense- code
CRMCDB11,Combined expense- code
CRMCDB12,Combined expense- code
CRMCDB13,Combined expense- code
CRMCDB14,Combined expense- code
CRMCDB15,Combined expense- code
CRMCDB16,Combined expense- code
CRMCDB2,Combined expense- code
CRMCDB3,Combined expense- code
CRMCDB4,Combined expense- code
CRMCDB5,Combined expense- code
CRMCDB6,Combined expense- code
CRMCDB7,Combined expense- code
CRMCDB8,Combined expense- code
CRMCDB9,Combined expense- code
CRMCODEB,Item code
CRMMATER,Purchased Materials Flag - Created in Processing
CRMPROPI,On which property was the job done?
CRMTYPE,Enter the appropriate job classification code
CTATEMPT,Describe contact attempt
CTOTHER,Other Contact Category
CTRL_ORG,Unedited time FR spent in the demographic section  of the instrument in seconds
CTRLNO,Updated Control Number - with recodes for spawned CU's
CTTYPE,Contact
CU_CODE,Relationship
CU_INTRO,Intro
CVRG_ORG,Unedited time FR spent in the coverage section of the instrument in seconds
DEEDED,Deeded or right-to-use timeshare?
DEFBENRP,Defined Retirement Plan
DESTCODE,Trip place
DIDYOU,Any other stays at local hotels or motels
DIRACC,Direct access to the household
DISCONNECTED,TBD
DISP_XPX,Range edit flag for DISPEXPX
DISPEXPX,Total expenses for selling disposed of property
DISPMO,Disposal month for property
DISPMTHD,Method of disposing of property
DISPOSED,Vehicle disposed of - Set in Processing
DISPOTH,Other Method of Property Disposal
DISPOTHV,other way of vehicle disposal
DISPX,Sale price of disposed property
DISPX_,Range edit flag for DISPX
DISPYR,Year disposed of property
DK_CHECK,DK Follow-up?
DNEM_EXP,Range edit flag for DNEMPEXP
DNEMPEXP,How much was paid by employer?
DNPA_MTX,Range edit flag for DNPAYMTX
DNPAYMTX,cash down payment on vehicle
DOWNEXP,Amount of down payment
DOWNEXP_,Range edit flag for DOWNEXP
DRIVEBY,TBD
DRYCLEAN,Expenses for dry cleaning or laundry service?
DRYCLNX,Total cost of dry cleaning or laundry service
DRYCLNX_,Range edit flag for DRYCLNX
DRYLOC,Purchase location - City
DRYLOCST,Purchase location - State
DRYPURCH,Purchased Online or in person
DRYSTORE,Where Dry Clean
EDUCA,Education level
ELSECOMB,Does combined amount include anything else
ELSEDEAL,Did the package deal include anything else?
ELSELCCM,combined expenses include any other expenses
ELSELCDL,Any thing else in package deal
ELSENOCU,Did expenses include anything else
ELSEYUPD,Did trip expenses include anything else?
EMAILADDR,Household E-Mail Address
EMPL_EXP,Range edit flag for EMPLYEXP
EMPLCONT,Did any employer or union contribute to your pension or retirement plan
EMPLYEXP,Amount paid by employer
ENDTRP1,Month when trip to TRPPLACE ended
ENDTRP2,Month trip(s) ended
ENTRLCCM,combined expenses include entertainment
ENTRLCDL,Package deal include entertainment
EOTRIPMO,Out variable
EQB_C,Is this acombined expense
EQB_CMB,combined expenses
EQB_ITEM,Repairs screener questions
EQB_ORIG,Record origin
EQB_STAT,Record status
EQBLOC,Purchase location - City
EQBLOCST,Outlet Location - State
EQBMORE,Pay for any other repair/contract
EQBPURCH,Purchased Online or in person
EQBSTORE,Where Purchased
EXRE_MBX,Range edit flag EXREIMBX
EXREIMB,expect reimbursed for vehicle
EXREIMBX,amount reimbursed old vehicle
EXTR_EXP,Range edit  flag for EXTRAEXP
EXTRAEXP,How much for extra charges?
FAS_ORIG,Record Origin
FAS_STAT,Record Status
FCE_C,Combined expense
FCE_CMB,FCE Combined Expense
FCE_INTRO,Introductory statement to family care and education section
FCE_ITEM,Family Care and Education Items
FCEAMOUNT,Amount variable for the SCIF
FCEAMTX,Amount of family care and education expense for items other than school meals
FCEAMTX_,Range edit flag for FCEAMTX
FCECD1,1st item the expenditure is combined with
FCECD2,2nd item the expenditure is combined with
FCECD3,3rd item the expenditure is combined with
FCECD4,4th item the expenditure is combined with
FCECD5,5th item the expenditure is combined with
FCECD6,6th item the expenditure is combined with
FCECD7,7th item the expenditure is combined with
FCECD8,8th item the expenditure is combined with
FCECD9,9th item the expenditure is combined with
FCECODE,Item code
FCEDESC,Family care and education item description
FCELOC,City of FCE expense
FCELOCST,State of FCE expense
FCEMO,Family care and education item month
FCEMORE,Check for additional FCE item report
FCENAM2,Who school meals
FCENUM2,Number of weeks/months school meals purchased
FCEPURCH,Mode of FCE purchase
FCESAV,Type of education savings plan
FCESCHPD,Time period for usual school meal expense
FCESMEX,Usual expense for meals purchased at school
FCESMEX_,Range edit flag for FCESMEX
FCESMTX,Total paid for school meals during reference period
FCESMTX_,Range edit flag for FCESMTX
FCESTORE,Point of purchase for FCE expense
FDBA_YWX,Range edit flag for FDBAWYWX
FDBAWYWX,"Usual weekly food and drinks from restaurants, bars, fast food places and carry outs including alcohol expenses"
FDBG_TQX,Range edit flag for FDBGFTQX
FDBGFTQX,Amount for food and beverage gifts
FEEAMJX,Late Fees
FEEAMJX_,Range edit flag for FEEAMJX
FEESEXP,How much?
FEESEXP_,Range edit flag for FEESEXP
FGN_ORIG,Record origin
FHICOV,Are you covered by any kind of health insurance?
FIN_ORIG,Record origin
FIN_STAT,Record status
FINALOUTCOME,Final CAPI Outcome Code
FINCONDT,Date of final contact  (in format DDMMYYYY)
FINFRCDE,Last FR to touch the case
FINP_YMX,Range edit flag for FINPAYMX
FINPAYMT,Final payments on old vehicle
FINPAYMX,amount final payment old vehicle
FIPSCODE,3-digit FIPS code for county
FIRCODT,Date of first contact  (DDMMYYYY)
FIRFRCDE,First FR to touch the case - Fr code
FIXEDRTE,Fixed interest rate
FIXEDRTJ,Fixed rate on loan/mortage
FLDNOTE,Edited Note Text  (PII/Title 13 removed)
FLGANYBOTH,Flag set from ANYBOTH1 or ANYBOTH2
FM_SALES,"Farm sales of $1, 000 or more"
FNAME,First Name  (not sent to BLS - Title 13 data)
FONLOC,Purchase location - City
FONLOCST,Purchase location - State
FONPURCH,Purchased Online or in person
FONSTORE,Where Purchased
FOODCOMB,Does combined amount include anything for food/bevs
FOODDEAL,Did the package deal include food and beverages?
FOODLCCM,combined expenses include food and beverages
FOODLCDL,Package deal include food?
FOODNOCU,Did expenses include food and bevs
FOODSMP,Did you receive any food stamps or electronic benefit transfers
FOODX,Pay for own food
FOODYUPD,Did trip expenses include food and beverages?
FOREIGN,Country or region -  precode
FR_DATE,Date
FRA_C,Enter 'C' for a combined expense.
FRA_CMB,Combined codes
FRA_ITEM,Purchased any of the furniture or equipment items
FRA_ORIG,Record origin
FRA_STAT,Record status
FRALOC,Purchase location - City
FRALOCST,Purchase location - State
FRAMORE,Did you purchase any other
FRAPURCH,Purchased Online or in person
FRASTORE,Where Purchased
FRB_ORIG,Record origin
FRB_STAT,Record status
FRDAY,Day FR Indicated
FRMNTH,Month FR Indicated
FRNPRY1,Combined expense - code
FRNPRY10,Combined expense - code
FRNPRY11,Combined expense - code
FRNPRY12,Combined expense - code
FRNPRY13,Combined expense - code
FRNPRY14,Combined expense - code
FRNPRY15,Combined expense - code
FRNPRY16,Combined expense - code
FRNPRY17,Combined expense - code
FRNPRY18,Combined expense - code
FRNPRY19,Combined expense - code
FRNPRY2,Combined expense - code
FRNPRY20,Combined expense - code
FRNPRY21,Combined expense - code
FRNPRY22,Combined expense - code
FRNPRY23,Combined expense - code
FRNPRY24,Combined expense - code
FRNPRY25,Combined expense - code
FRNPRY26,Combined expense - code
FRNPRY27,Combined expense - code
FRNPRY28,Combined expense - code
FRNPRY29,Combined expense - code
FRNPRY3,Combined expense - code
FRNPRY4,Combined expense - code
FRNPRY5,Combined expense - code
FRNPRY6,Combined expense - code
FRNPRY7,Combined expense - code
FRNPRY8,Combined expense - code
FRNPRY9,Combined expense - code
FRNT_ORG,Unedited time FR spent in the front section  of the instrument in seconds
FRONT,Edited time FR spent in the front section of the instrument in seconds
FRSTPYMO,Month of first payment
FRSTPYYR,Year of first payment
FRTIME,Time
FRYEAR,Year FR Indicated
FS_AMT,What was the dollar value of the last food stamps or EBT received?
FS_AMT_,Range edit flag for FS_AMT
FS_MTHI,How many of the past 12 months were food stamps or EBTs received
FSA,Do you have a Flexible Spending Account for health expenses?
FUELOTH,Other type of Fuel
FUELTYPE,Fueled by
FULLNAME,Variable Full Path
FURN_NTX,Range edit flag for FURNRNTX
FURN_URX,Range edit flag for FURNPURX
FURNDESC,What did you purchase?
FURNGFTC,Was this purchased for someone inside or outside of your CU?
FURNMO,In what month did you purchase it?
FURNPURX,What was the purchase price?
FURNPURY,3 digit home furnishing code
FURNRNTL,Have you rented or leased any furniture?
FURNRNTX,What was the total expense?
GASLOC,Gas purchase location - City
GASLOCST,Gas purchase location - State
GASOILX,How much spent for fuel
GASOILX_,Range edit flag
GASSTORE,Where Purchased
GENINTRO,general intro
GFTC_MAJ,Who was it purchased for
GFTCMIN,Who was it purchased for
GIFTPROP,Received as gift?
GIVE_LETTER,letter
GOTANSWERING,TBD
GOVRET,Was there any money deducted from your pay for government retirement
GOVRETX,How much
GOVRETX_,Range edit flag for GOVRETX
GOVTCOST,Housing costs lower because govt. pays part?
GQ_UNIT,group quarters or not?
GREXPWX,Usual weekly expense on groceries and supplies
GREXPWX_,Range edit flag for GREXPWX
GRND_NTX,Range edit flag for GRNDRNTX
GRNDRENT,Ground or land rent payments
GRNDRNTX,Amount paid on land or grant
GROS_AYX,Range edit flag for GROSPAYX
GROSPAYX,What was the amount of your last pay before any deductions
GTRLOC,Gas Location - City
GTRLOCST,Gas location - State
GTRSTORE,Gas Location
HADMORT,Had mortgage on this property?
HELTYPE,two basic types of home equity loans
HEQUITY,Was this a mortgage or home equity loan?
HH_CODE,Household relationship
HH_MEM,Household member - usually live here
HH_MEMQ,Type A - # of household members
HH_NUM,BLS Variable:   Household number
HH_SEX,Sex of household member
HHCOUNT17,Total number of active children with age = 0-17
HHCOUNT18,Count of the number of household members 18+
HHD_ONINPUT,Place record on input flag - Created in Processing
HHIANYPD,Were any payments made on this policy by CU?
HHIBCBS,Flag for Blue Cross/Blue Shield - Created in Processing
HHICOVQ,How many members are covered?
HHICPMTB,BLS variable for HHIANYPD
HHIGROUP,Policy obtained by individual or group?
HHII_GXB,Range edit flag for HHIIRGXB
HHIIRGXB,Total expense paid on policy
HHILSTTM,Payments still made (periodicity)?
HHIMORE,Any more hosp/health plans
HHIP_AMT,Range edit flag for HHIPDAMT
HHIPDAMT,Total amount paid by CU members for this policy?
HHIPDLIB,Policy line number for new policies reported
HHIPDLIB_ORIG,Original Policy line number before merge with single service
HHIPRDED,Any paid through payroll deductions?
HHIPROUT,Who pays premiums?
HHIPRYOU,Do you pay for any portion of the premiums?
HHIR_GXA,Range edit flag for HHIREGXA
HHIR_MXB,Range edit flag for HHIRPMXB
HHIREGXA,What was the amount paid on this policy by CU?
HHIRPMPA,How often were any payments made on this policy by CU?
HHIRPMPD,Period of time covered
HHIRPMXB,Amount currently paid?
HHISTILL,Do you still have...?
HHISUBPD,Is subsidy paid directly to the health insurance company?
HHQ_SPECIFY,Type A - specify other source of information
HHQSRCE,Type A - source of information
HIC_ORIG,Record origin
HIC_STAT,Record status
HIKIND,What kind of health insurance do you have?
HIM_ONINPUT,Place record on input flag - Created in Processing
HINSCMP,Name of insurance company?
HIP_ORIG,Record origin
HIP_STAT,Record status
HIS_ORIG,Record origin
HIS_STAT,Record status
HISPOTH,Hispanic specify
HMT_ONINPUT,Place record on input flag - Created in Processing
HOCORG21,Management
HOCORG22,Repairs
HOCORG23,Improvements
HOCORG24,Utilities
HOCORG25,Parking
HOCORG26,Recreational
HOCORG27,Security
HOCORG28,Maid services
HOCORG29,Medical
HOCORG30,Trash
HOCORG31,Other
HOCOSP01,Management
HOCOSP02,Repairs
HOCOSP03,Improvements
HOCOSP04,Utilities
HOCOSP05,Parking
HOCOSP06,Recreational
HOCOSP07,Security
HOCOSP08,Maid services
HOCOSP09,Medical
HOCOSP10,Trash
HOCOSP11,Other
HOCOSP3,What services were provided
HOMEFILE,Was a home file given
HOMEQ_YN,Have a home equity loan
HORCORG,Items paid to HOA
HORGOTH,Other specify for condo fees
HORIGIN,"Hispanic, Latino, or Spanish"
HOSPOTH,Other specify for condo services
HOTEL,Hotel name
HOTLOC,Hotel location - City
HOTLOCCT,Hotel location - Country
HOTLOCST,Hotel location - State
HOTPURCH,Reservation Online or in person
HOTRSRV,Reserved with hotel or third party
HOTRVCOM,Company name
HOTRVLOC,Company location - CIty
HOUSEHOLD,TBD
HOW_INTV,method of interview
HSAHRA,Special account that can be used to pay for medical expenses?
HSG_UNIT,BLS variable for Housing unit type
HSV_C,Is this a combined expense
HSV_CMB,Combined Expense Screen
HSV_ITEM,Household services
HSVCD1,1st item the expenditure is combined with
HSVCD10,10th item the expenditure is combined with
HSVCD2,2nd item the expenditure is combined with
HSVCD3,3rd item the expenditure is combined with
HSVCD4,4th item the expenditure is combined with
HSVCD5,5th item the expenditure is combined with
HSVCD6,6th item the expenditure is combined with
HSVCD7,7th item the expenditure is combined with
HSVCD8,8th item the expenditure is combined with
HSVCD9,9th item the expenditure is combined with
HSVCODE,3-digit Item code
HSVDESC,Household services description
HSVEXPX,Household services expense
HSVEXPX_,Range edit flag for HSVEXPX
HSVGFTC,Was this purchased for someone inside or outside of your CU?
HSVLOC,City
HSVLOCST,State of household service expense
HSVMO,Household services month
HSVMORE,Check for additional household service item
HSVPURCH,Mode of household service expense purchase
HSVSTORE,Point of purchase for household service expense
HTRVLCST,Company location - State
HUTYPESP,Specify other type of housing unit
HWMANY1,Number of homes in which respondent used to live
HWMANY2,Number of second homes
HWMANY3,Number of commercial business properties
HWMANY3_INFO,No further information is collected for commercial real estate or farm land.
HWMANY4,Number of residential business properties
HWMANY5,Number of unimproved land properties
HWMNYLOC,Number of line of credit home equity loans
HWMNYLSL,Number of lump sum home quity loans
HWMNYMRT,Number of mortgages
I_INCLWSHR,Data from SCIF - Included clothes washer and dryer
I_INSRPMPD,How often payments made - from SCIF
I_LOANNOF,8500 Loan Number - SHOW ONLY
I_LOANNOH,8500 Loan Number - SHOW ONLY
I_LOANNUM,Number of 8500 mortgages/Lshels - SHOW ONLY
I_MILMAN,What type of TRICARE plan do you have - From SCIF
I_MILMANOT,Other type of TRICARE coverage - From SCIF
I_MILOTHR,Military Other Flag - From the SCIF
I_MILSPCOT,Other military coverage specify - from SCIF
I_PAYDEDPR,Premiums paid through payroll deductions - from SCIF
I_TOTALCU,Total number of CU's from last quarter
I_TRICARE,Has Tricare flag - From SCIF
I_TRIRPMPD,How often are payments made - From SCIF
I_VACHAMP,VA Champ Flag - From SCIF
I_VCDESC,VACHAMP description - From SCIF
IAMOUNT,8500 Loan Amount - SHOW ONLY
IHS,Are you covered by the Indian Health Service (IHS)
IHSCOV,How many members are covered by IHS?
IHSSTLL,Still covered by Indian Health Service (IHS)?
IMRTPMTX,Previous Amount for Fixed Rate loans
IN_COLL,Currently enrolled in college
INB_C,Is this a combined expense?
INB_CMB,Combined Codes
INB_CMBPROP,Combined Property
INB_ITEM,Pay for/Purchase any non-health insurance
INB_ORIG,Record origin
INB_STAT,Record status
INBMORE,Any More payments?
INC_HRSQ,How many hours did you usually work per week
INCLBDSH,Included dishwasher
INCLFRIG,Included refrigerator or home freezer
INCLSTOV,"Included cooking stoves, ranges, or ovens"
INCLWSHR,Included clothes washer or dryer
INCMEDCR,Is this amount AFTER the deduction for a Medicare premium?
INCNONWK,What was the main reason you did not work during the last 12 months
INCOMEY,What is/was your type of employment
INCWEEKQ,How many weeks did you work either full time or part time
INDRETAC,Did you place any money in a retirement plan such as an 401(k)/IRA
INDRETX,How much
INDRETX_,Range edit flag for INDRETX
INELIGIBLE,TBD
INFOBOOK,Was the info book used
INSCMB1,NOTE: See INB_CMB for how to set this field.
INSCMB2,NOTE: See INB_CMB for how to set this field.
INSCMB3,NOTE: See INB_CMB for how to set this field.
INSCMB4,NOTE: See INB_CMB for how to set this field.
INSCMB5,NOTE: See INB_CMB for how to set this field.
INSCMB6,NOTE: See INB_CMB for how to set this field.
INSCMBP1,NOTE: See INB_CMB for how to set this field.
INSCMBP2,NOTE: See INB_CMB for how to set this field.
INSCMBP3,NOTE: See INB_CMB for how to set this field.
INSCMBP4,NOTE: See INB_CMB for how to set this field.
INSCMBP5,NOTE: See INB_CMB for how to set this field.
INSCMBP6,NOTE: See INB_CMB for how to set this field.
INSCOMP,What is the name of the insurance company
INSDESC,What type of insurance was your
INSE_3AX,Range edit flag for INSEX3AX
INSE_PBX,Range edit flag for INSEXPBX
INSEX3A,Have you had any expenses for this policy
INSEX3AX,How much was paid?
INSEXPBX,What was your total expense for this insurance policy
INSLSTTM,Verify previous payment periodicity
INSPROP,Cmb Prop
INSPRPY1,First Property number covered by policy
INSPRPY2,Second Property number covered by policy
INSPRPY3,Third Property number covered by policy
